# maps=all sources=enemy,event,treasure
flag	map_id	item_lot_id	treasure_name	source
31197130	m31_19	31190130	宝箱013	treasure
31197200	m31_19	31190200	宝死体020	treasure
31197210	m31_19	31190210	宝死体021	treasure
31207000	m31_20	31200000	宝死体000	treasure
31207010	m31_20	31200010	宝死体001	treasure
31207020	m31_20	31200020	宝死体002	treasure
31207030	m31_20	31200030	宝死体003	treasure
31217000	m31_21	31210000	宝死体000	treasure
31217030	m31_21	31210030	宝死体003	treasure
31217040	m31_21	31210040	宝死体004	treasure
31217070	m31_21	31210070	宝死体007	treasure
31217080	m31_21	31210080	宝死体008	treasure
31217090	m31_21	31210090	宝死体009	treasure
31217100	m31_21	31210100	宝死体010	treasure
31217110	m31_21	31210110	宝死体011	treasure
31217120	m31_21	31210120	宝死体012	treasure
31217140	m31_21	31210140	宝死体014	treasure
31217150	m31_21	31210150	宝死体015	treasure
31217160	m31_21	31210160	宝死体016	treasure
31217190	m31_21	31210190	宝死体019	treasure
31217200	m31_21	31210200	宝箱020	treasure
31217210	m31_21	31210210	宝死体021	treasure
31217350	m31_21	31210350	OBJ用宝箱情報 アイテム光035：オープン接続部	treasure
31217400	m31_21	31210400	貴人宝箱040	treasure
31227000	m31_22	31220000	宝死体000	treasure
31227010	m31_22	31220010	宝死体001	treasure
31227020	m31_22	31220020	宝死体002	treasure
31227030	m31_22	31220030	宝死体003	treasure
31227040	m31_22	31220040	宝死体004	treasure
31227050	m31_22	31220050	宝死体005	treasure
31227060	m31_22	31220060	宝死体006	treasure
31227070	m31_22	31220070	宝死体007	treasure
31227080	m31_22	31220080	宝死体008	treasure
32007000	m32_00	32000000	宝死体000	treasure
32007010	m32_00	32000010	宝死体001	treasure
32007020	m32_00	32000020	宝死体002	treasure
32007030	m32_00	32000030	宝死体003	treasure
32007060	m32_00	32000060	宝死体006	treasure
32007070	m32_00	32000070	宝死体007	treasure
32007900	m32_00	32000900	宝箱000 イベントアイテム	treasure
32017000	m32_01	32010000	宝死体000	treasure
32017010	m32_01	32010010	宝死体001	treasure
32017020	m32_01	32010020	宝死体002	treasure
32017030	m32_01	32010030	宝死体003	treasure
32017040	m32_01	32010040	宝死体004	treasure
32027000	m32_02	32020000	宝死体000 ※貴人宝箱に変更	treasure
32027010	m32_02	32020010	宝死体001	treasure
32027020	m32_02	32020020	宝死体002	treasure
32027030	m32_02	32020030	宝死体003	treasure
32027040	m32_02	32020040	宝死体004	treasure
32027060	m32_02	32020060	宝死体006	treasure
32027070	m32_02	32020070	宝死体007	treasure
32027900	m32_02	32020900	宝箱000	treasure
32047000	m32_04	32040000	宝死体000	treasure
32047010	m32_04	32040010	宝死体001	treasure
32047020	m32_04	32040020	宝死体002	treasure
32047030	m32_04	32040030	宝死体003	treasure
32047040	m32_04	32040040	宝死体004 サブ小屋 【day1追加】	treasure
32047050	m32_04	32040050	宝死体005 下層屋内【day1追加】	treasure
32057000	m32_05	32050000	宝死体000	treasure
32057010	m32_05	32050010	宝死体001	treasure
32057020	m32_05	32050020	宝死体002	treasure
32057030	m32_05	32050030	宝死体003	treasure
32057040	m32_05	32050040	宝死体004	treasure
32057900	m32_05	32050900	【ダミー化中】宝箱000	treasure
32057910	m32_05	32050910	宝箱001 ※貴人宝箱	treasure
32077000	m32_07	32070000	宝死体000	treasure
32077000	m32_07	32070000	宝死体000 {2}	treasure
32077010	m32_07	32070010	宝死体001	treasure
32077010	m32_07	32070010	宝死体001 {2}	treasure
32077020	m32_07	32070020	宝死体002	treasure
32077030	m32_07	32070030	宝死体003	treasure
32077060	m32_07	32070060	宝死体006	treasure
32077070	m32_07	32070070	宝死体007	treasure
32087000	m32_08	32080000	宝死体000	treasure
32087020	m32_08	32080020	宝死体002	treasure
32087030	m32_08	32080030	宝死体003	treasure
32087050	m32_08	32080050	宝死体005	treasure
32087060	m32_08	32080060	宝死体006	treasure
32087070	m32_08	32080070	宝死体007	treasure
32087100	m32_08	32080100	宝死体010	treasure
32087110	m32_08	32080110	宝死体011	treasure
32087120	m32_08	32080120	宝死体012	treasure
32087900	m32_08	32080900	宝箱000	treasure
32087910	m32_08	32080910	宝箱001	treasure
32117000	m32_11	32110000	宝死体000	treasure
32117020	m32_11	32110020	宝死体002	treasure
32117030	m32_11	32110030	宝死体003	treasure
32117040	m32_11	32110040	宝死体004	treasure
32117060	m32_11	32110060	宝死体006	treasure
32117080	m32_11	32110080	宝死体008	treasure
32117700	m32_11	360000020	c3600_9000	enemy
34107000	m34_10	34100000	宝死体000	treasure
34107010	m34_10	34100010	宝死体001	treasure
34107070	m34_10	34100070	宝死体007	treasure
34107080	m34_10	34100080	宝死体008	treasure
34107090	m34_10	34100090	宝死体009	treasure
34107100	m34_10	34100100	宝死体010 入口の門脇【day1追加】	treasure
34107110	m34_10	34100110	宝死体011 断面【day1追加】	treasure
34117010	m34_11	34110010	宝死体001	treasure
34117060	m34_11	34110060	宝死体006	treasure
34117080	m34_11	34110080	宝死体008	treasure
34117100	m34_11	34110100	宝死体010	treasure
34117110	m34_11	34110110	宝死体011	treasure
34117120	m34_11	34110120	宝死体012	treasure
34117200	m34_11	34110200	宝 アイテム光000	treasure
34117400	m34_11	34110400	common90005300	event
34117500	m34_11	34110500	宝 アイテム光001 イベントアイテム ラニの聖痕	treasure
34117700	m34_11	34110700	common90005300	event
34117710	m34_11	34110710	common90005300	event
34127010	m34_12	34120010	宝死体001	treasure
34127020	m34_12	34120020	宝死体002	treasure
34127030	m34_12	34120030	宝死体003	treasure
34127040	m34_12	34120040	宝死体004	treasure
34127050	m34_12	34120050	宝死体005	treasure
34127060	m34_12	34120060	宝死体006	treasure
34127070	m34_12	34120070	宝死体007	treasure
34127080	m34_12	34120080	宝死体008	treasure
34127090	m34_12	34120090	宝死体009	treasure
34127100	m34_12	34120100	宝死体010	treasure
34127110	m34_12	34120110	宝死体011	treasure
34127120	m34_12	34120120	宝死体012	treasure
34127130	m34_12	34120130	宝死体013 巨大敵破壊アセット宝	treasure
34127140	m34_12	34120140	宝死体014	treasure
34127150	m34_12	34120150	宝死体015	treasure
34127160	m34_12	34120160	宝死体016	treasure
34127900	m34_12	34120900	宝箱000	treasure
34137000	m34_13	34130000	宝死体000	treasure
34137010	m34_13	34130010	宝死体001	treasure
34137020	m34_13	34130020	宝死体002	treasure
34137900	m34_13	34130900	宝箱000	treasure
34147000	m34_14	34140000	宝死体000	treasure
34147010	m34_14	34140010	宝死体001神の塔 書室の前	treasure
34147020	m34_14	34140020	宝死体002	treasure
34147800	m34_14	34140800	アイテム光000	treasure
34147810	m34_14	34140810	アイテム光001	treasure
35007000	m35_00	35000000	宝死体000	treasure
35007000	m35_00	35000000	宝死体002	treasure
35007030	m35_00	35000030	宝死体003	treasure
35007040	m35_00	35000040	OBJ用宝箱情報 アイテム光04：忌み子積み荷① メイン通り	treasure
35007040	m35_00	35000040	宝死体004	treasure
35007050	m35_00	35000050	OBJ用宝箱情報 アイテム光05：忌み子積み荷② メイン通り	treasure
35007060	m35_00	35000060	宝死体テント下①	treasure
35007080	m35_00	35000080	宝死体008	treasure
35007090	m35_00	35000090	宝死体009	treasure
35007110	m35_00	35000110	宝死体 偽ボス部屋	treasure
35007120	m35_00	35000120	宝死体012	treasure
35007130	m35_00	35000130	宝死体013	treasure
35007150	m35_00	35000150	宝死体015	treasure
35007160	m35_00	35000160	宝死体016	treasure
35007170	m35_00	35000170	宝死体017	treasure
35007180	m35_00	35000180	宝死体018	treasure
35007190	m35_00	35000190	宝死体019	treasure
35007200	m35_00	35000200	宝死体020	treasure
35007210	m35_00	35000210	宝死体021	treasure
35007220	m35_00	35000220	OBJ用宝箱情報 アイテム光22：ショートカット部屋	treasure
35007240	m35_00	35000240	宝死体024	treasure
35007250	m35_00	35000250	宝死体025	treasure
35007260	m35_00	35000260	宝死体026	treasure
35007270	m35_00	35000270	宝死体027	treasure
35007280	m35_00	35000280	宝死体028	treasure
35007300	m35_00	35000300	宝死体030	treasure
35007310	m35_00	35000310	アイテム光イベント	treasure
35007310	m35_00	35000310	宝死体031	treasure
35007320	m35_00	35000320	宝死体032	treasure
35007330	m35_00	35000330	宝死体033	treasure
35007340	m35_00	35000340	OBJ用宝箱情報 アイテム光34：死体だまり	treasure
35007350	m35_00	35000350	宝死体035	treasure
35007370	m35_00	35000370	宝死体037	treasure
35007380	m35_00	35000380	宝死体038	treasure
35007390	m35_00	35000390	宝死体039	treasure
35007400	m35_00	35000400	宝死体040	treasure
35007410	m35_00	35000410	宝死体041	treasure
35007420	m35_00	35000420	宝死体042	treasure
35007430	m35_00	35000430	宝死体043	treasure
35007450	m35_00	35000450	宝死体045	treasure
35007460	m35_00	35000460	宝死体046	treasure
35007470	m35_00	35000470	宝死体047	treasure
35007480	m35_00	35000480	宝死体048	treasure
35007500	m35_00	35000500	宝死体050	treasure
35007510	m35_00	35000510	宝死体051	treasure
35007530	m35_00	35000530	宝死体053	treasure
35007540	m35_00	35000540	宝死体054	treasure
35007550	m35_00	35000550	宝死体055	treasure
35007560	m35_00	35000560	宝死体056	treasure
35007570	m35_00	35000570	宝死体057	treasure
35007590	m35_00	35000590	宝死体059	treasure
35007600	m35_00	35000600	宝死体060	treasure
35007630	m35_00	35000630	宝死体063	treasure
35007650	m35_00	35000650	宝死体065	treasure
35007660	m35_00	35000660	宝死体066	treasure
35007670	m35_00	35000670	宝死体067	treasure
35007680	m35_00	35000680	宝死体068	treasure
35007700	m35_00	35000700	宝箱　グレーターデーモン幻影終端報酬	treasure
35007710	m35_00	35000710	宝死体096	treasure
35007720	m35_00	35000720	アイテム光 狂いの火の受領ゾーン	treasure
35007730	m35_00	35000730	宝死体097	treasure
35007740	m35_00	35000740	宝死体099	treasure
35007770	m35_00	35000770	宝箱077	treasure
35007780	m35_00	35000780	宝箱078	treasure
35007900	m35_00	35000900	宝死体 三周目祭壇	treasure
35007910	m35_00	35000910	宝死体 地下墓地レアC	treasure
35007930	m35_00	35000930	宝死体 宝死体 レバー横	treasure
35007940	m35_00	35000940	アイテム光 祭壇部屋	treasure
35007950	m35_00	35000950	宝死体 地下墓地壁裏	treasure
35007970	m35_00	35000970	common90005300	event
35007980	m35_00	35000980	common90005300	event
35007993	m35_00	424035000	c4240_9000	enemy
39207000	m39_20	39200000	宝死体000	treasure
39207000	m39_20	39200000	宝死体000 {2}	treasure
39207010	m39_20	39200010	宝死体001	treasure
39207020	m39_20	39200020	宝死体002	treasure
39207030	m39_20	39200030	宝死体003	treasure
39207040	m39_20	39200040	宝死体004	treasure
39207050	m39_20	39200050	宝死体005	treasure
39207060	m39_20	39200060	宝死体006	treasure
39207070	m39_20	39200070	宝死体007	treasure
39207080	m39_20	39200080	宝死体008	treasure
39207090	m39_20	39200090	宝死体009	treasure
39207100	m39_20	39200100	宝死体010	treasure
39207110	m39_20	39200110	宝死体011	treasure
39207120	m39_20	39200120	宝死体012	treasure
39207130	m39_20	39200130	宝死体013	treasure
39207140	m39_20	39200140	宝死体014	treasure
39207150	m39_20	39200150	宝死体015	treasure
39207160	m39_20	39200160	宝死体016	treasure
39207500	m39_20	39200500	common90005774	event
39207970	m39_20	420126020	c4201_9003	enemy
39207980	m39_20	420126010	c4201_9002	enemy
39207990	m39_20	420126000	c4201_9000	enemy
40007000	m40_00	40000000	宝死体000	treasure
40007020	m40_00	40000020	宝死体002	treasure
40007040	m40_00	40000040	宝死体004	treasure
40007050	m40_00	40000050	宝死体005	treasure
40007060	m40_00	40000060	宝死体006	treasure
40007070	m40_00	40000070	宝死体007	treasure
40007080	m40_00	40000080	宝死体008	treasure
40007090	m40_00	40000090	宝死体009	treasure
40007100	m40_00	40000100	宝死体010	treasure
40007110	m40_00	40000110	宝死体011	treasure
40007120	m40_00	40000120	宝死体012	treasure
40007800	m40_00	40000800	アイテム光000	treasure
40007810	m40_00	40000810	アイテム光001	treasure
40007820	m40_00	40000820	アイテム光002	treasure
40007900	m40_00	40000900	宝箱000	treasure
40017000	m40_01	40010000	宝死体000	treasure
40017010	m40_01	40010010	宝死体001	treasure
40017020	m40_01	40010020	宝死体002	treasure
40017030	m40_01	40010030	宝死体003	treasure
40017040	m40_01	40010040	宝死体004	treasure
40017050	m40_01	40010050	アイテム光000	treasure
40017060	m40_01	40010060	宝死体006	treasure
40017070	m40_01	40010070	宝死体007	treasure
40017080	m40_01	40010080	宝死体008	treasure
40017090	m40_01	40010090	宝死体009	treasure
40017100	m40_01	40010100	宝死体010	treasure
40017110	m40_01	40010110	宝死体011	treasure
40017120	m40_01	40010120	宝死体012	treasure
40017130	m40_01	40010130	宝死体013	treasure
40017140	m40_01	40010140	宝死体014	treasure
40017150	m40_01	40010150	宝死体015	treasure
40027000	m40_02	40020000	宝死体000	treasure
40027010	m40_02	40020010	宝死体001	treasure
40027020	m40_02	40020020	宝死体002 ダミー	treasure
40027020	m40_02	40020020	宝箱000	treasure
40027030	m40_02	40020030	宝死体003 ダミー	treasure
40027040	m40_02	40020040	宝死体004 ダミー	treasure
40027100	m40_02	40020100	宝死体005	treasure
40027110	m40_02	40020110	宝死体006	treasure
40027120	m40_02	40020120	宝死体007	treasure
40027130	m40_02	40020130	アイテム光000	treasure
40027130	m40_02	40020130	宝死体008 ダミー	treasure
40027140	m40_02	40020140	宝死体009	treasure
40027140	m40_02	40020140	宝箱001 ダミー	treasure
40027200	m40_02	40020200	宝死体010	treasure
40027210	m40_02	40020210	宝死体011	treasure
40027220	m40_02	40020220	宝箱002	treasure
40027900	m40_02	587200700	c5872_9000	enemy
41007000	m41_00	41000000	宝死体000	treasure
41007010	m41_00	41000010	宝死体001	treasure
41007020	m41_00	41000020	宝死体002	treasure
41007100	m41_00	41000100	宝死体010	treasure
41007110	m41_00	41000110	宝死体011	treasure
41007120	m41_00	41000120	宝死体012	treasure
41007130	m41_00	41000130	宝死体013	treasure
41007200	m41_00	41000200	宝死体020	treasure
41007210	m41_00	41000210	宝死体021	treasure
41007250	m41_00	41000250	アイテム光000（宝死体025枠）	treasure
41007260	m41_00	41000260	宝死体026	treasure
41007270	m41_00	41000270	宝死体027	treasure
41017010	m41_01	41010010	宝死体001	treasure
41017020	m41_01	41010020	宝死体002	treasure
41017030	m41_01	41010030	宝死体002 {2}	treasure
41017030	m41_01	41010030	（旧）宝死体000	treasure
41017040	m41_01	41010040	（旧）宝死体005	treasure
41017100	m41_01	41010100	宝死体010	treasure
41017110	m41_01	41010110	宝死体011	treasure
41017120	m41_01	41010120	宝死体012	treasure
41017130	m41_01	41010130	宝死体013	treasure
41017130	m41_01	41010130	（旧）宝死体013	treasure
41017200	m41_01	41010200	宝死体020	treasure
41017210	m41_01	41010210	宝死体021	treasure
41017220	m41_01	41010220	宝死体022	treasure
41017230	m41_01	41010230	宝死体023	treasure
41017240	m41_01	41010240	宝死体024	treasure
41017250	m41_01	41010250	（旧）宝死体021	treasure
41017260	m41_01	41010260	（旧）宝死体025	treasure
41017300	m41_01	41010300	宝死体030	treasure
41017310	m41_01	41010310	宝死体031	treasure
41027000	m41_02	41020000	宝箱000	treasure
41027010	m41_02	41020010	宝死体001	treasure
41027050	m41_02	41020050	（旧）宝死体000	treasure
41027060	m41_02	41020060	（旧）宝死体005	treasure
41027070	m41_02	41020070	（旧）宝死体007	treasure
41027100	m41_02	41020100	宝死体010	treasure
41027110	m41_02	41020110	宝死体011	treasure
41027120	m41_02	41020120	宝死体012	treasure
41027130	m41_02	41020130	宝死体013	treasure
41027150	m41_02	41020150	（旧）宝死体012	treasure
41027160	m41_02	41020160	（旧）宝死体013	treasure
41027200	m41_02	41020200	宝死体020	treasure
41027210	m41_02	41020210	宝死体021	treasure
41027300	m41_02	41020300	宝死体030	treasure
41027320	m41_02	41020320	宝箱001	treasure
42007000	m42_00	42000000	award	event
42007100	m42_00	42000100	宝死体000	treasure
42007110	m42_00	42000110	宝死体001	treasure
42007130	m42_00	42000130	宝死体003	treasure
42007140	m42_00	42000140	宝死体004	treasure
42007150	m42_00	42000150	宝死体005	treasure
42007160	m42_00	42000160	宝死体006	treasure
42007170	m42_00	42000170	宝死体007	treasure
42007180	m42_00	42000180	宝死体008	treasure
42027000	m42_02	42020000	award	event
42027010	m42_02	42020010	宝死体000	treasure
42027020	m42_02	42020020	宝死体001	treasure
42027030	m42_02	42020030	宝死体002	treasure
42027040	m42_02	42020040	宝死体003	treasure
42027050	m42_02	42020050	宝死体004	treasure
42027060	m42_02	42020060	宝死体005	treasure
42027070	m42_02	42020070	宝死体006	treasure
42027080	m42_02	42020080	宝死体007	treasure
42037000	m42_03	42030000	award	event
42037100	m42_03	42030100	宝死体000	treasure
42037110	m42_03	42030110	宝死体001	treasure
42037120	m42_03	42030120	宝死体002	treasure
42037130	m42_03	42030130	宝死体003	treasure
42037140	m42_03	42030140	宝死体004	treasure
42037150	m42_03	42030150	宝死体005	treasure
42037160	m42_03	42030160	宝死体006	treasure
42037170	m42_03	42030170	宝死体007	treasure
42037180	m42_03	42030180	宝死体008	treasure
43007000	m43_00	43000000	宝死体000_前半_分岐奥	treasure
43007010	m43_00	43000010	宝死体001_前半_大部屋奥	treasure
43007020	m43_00	43000020	宝死体002_前半_ギミック用落下床上	treasure
43007020	m43_00	43000020	宝死体002_前半_ギミック用落下床上 {2}	treasure
43007030	m43_00	43000030	宝死体003_後半_窪み奥	treasure
43007040	m43_00	43000040	アイテム光000_後半_儀式奥祭壇上	treasure
43007050	m43_00	43000050	宝死体005_後半_戻り通路	treasure
43017000	m43_01	43010000	宝死体000 入口	treasure
43017010	m43_01	43010010	宝死体001 祭壇上	treasure
43017020	m43_01	43010020	宝死体002 王の土竜	treasure
43017030	m43_01	43010030	宝死体003 祭壇右	treasure
43017040	m43_01	43010040	宝死体004 落ちた所	treasure
43017900	m43_01	43010900	common90005301	event
1033407100	m60_33_40	1033400100	宝箱000：魔術師の塔	treasure
1033417000	m60_33_41	1033410000	宝箱000 祠	treasure
1033417010	m60_33_41	1033410010	宝箱001 祠	treasure
1033417020	m60_33_41	1033410020	宝箱002 祠	treasure
1033417400	m60_33_41	1033410400	common90005300	event
1033417410	m60_33_41	1033410410	common90005300	event
1033447000	m60_33_44	1033440000	宝死体000：家内	treasure
1033447010	m60_33_44	1033440010	宝死体001：家内	treasure
1033447020	m60_33_44	1033440020	宝死体002：家内	treasure
1033447030	m60_33_44	1033440030	宝死体003：家内	treasure
1033447040	m60_33_44	1033440040	宝死体004：家内	treasure
1033457990	m60_33_45	420120000	c4201_9000	enemy
1033467000	m60_33_46	1033460000	宝死体000：ザリガニ産卵場所	treasure
1033467030	m60_33_46	1033460030	宝死体003：鐘楼群下_野営地前	treasure
1033467040	m60_33_46	1033460040	宝死体004	treasure
1033477000	m60_33_47	1033470000	宝死体000：鐘楼群下	treasure
1033477010	m60_33_47	1033470010	宝箱000：野営地	treasure
1033477020	m60_33_47	1033470020	宝箱001：鐘楼群頂上	treasure
1033477030	m60_33_47	1033470030	宝死体003：野営地テント前	treasure
1033477200	m60_08_11	1033470200	m60_33_47_00-馬車宝箱000：キャラバン	treasure
1033477900	m60_33_47	1033470900	宝箱002	treasure
1033477910	m60_33_47	1033470910	宝箱003	treasure
1034417000	m60_34_41	1034410000	宝死体000 水晶竜の巣	treasure
1034427000	m60_34_42	1034420000	宝死体000 遺跡2-4	treasure
1034427010	m60_34_42	1034420010	宝死体001 遺跡2-4	treasure
1034427020	m60_34_42	1034420020	宝死体002	treasure
1034427030	m60_34_42	1034420030	宝死体003	treasure
1034427040	m60_34_42	1034420040	宝死体004 遺跡2-4	treasure
1034427050	m60_34_42	1034420050	宝死体005	treasure
1034427060	m60_34_42	1034420060	宝死体006	treasure
1034427100	m60_34_42	1034420100	宝箱000 遺跡2-4	treasure
1034427400	m60_34_42	1034420400	common90005300	event
1034437000	m60_34_43	1034430000	宝死体000：魔術師の塔	treasure
1034437300	m60_34_43	1034430300	アイテム光000：魔術師の塔	treasure
1034447000	m60_34_44	1034440000	アイテム光000：水没遺跡 ウルフライダーの死体	treasure
1034447010	m60_34_44	1034440010	アイテム光001：湖の像	treasure
1034447900	m60_34_44	1034440900	宝死体000	treasure
1034457010	m60_34_45	1034450010	宝死体001：ワイバーンの巣	treasure
1034457020	m60_34_45	1034450020	宝死体002：ワイバーンの巣	treasure
1034457100	m60_34_45	1034450100	アイテム光000：ワイバーンの巣	treasure
1034467100	m60_34_46	1034460100	アイテム光000：湖の像 蛇後ろ	treasure
1034477000	m60_34_47	1034470000	宝死体000：鐘楼群下	treasure
1034477110	m60_34_47	1034471010	棺_宝死体001：鐘楼群下	treasure
1034477120	m60_34_47	1034471020	棺_宝死体002：鐘楼群下	treasure
1034477130	m60_34_47	1034471030	棺_宝死体003：鐘楼群下	treasure
1034477140	m60_34_47	1034471040	棺_宝死体004：鐘楼群下	treasure
1034477150	m60_34_47	1034471050	棺_宝死体005：鐘楼群下	treasure
1034477160	m60_34_47	1034471060	棺_宝死体006：鐘楼群下	treasure
1034477170	m60_34_47	1034471070	棺_宝死体007：鐘楼群下	treasure
1034477180	m60_34_47	1034471080	棺_宝死体008：鐘楼群下	treasure
1034477190	m60_34_47	1034471090	棺_宝死体009：鐘楼群下	treasure
1034477200	m60_34_47	1034471100	棺_宝死体010：鐘楼群下	treasure
1034477210	m60_34_47	1034471110	棺_宝死体011：鐘楼群下	treasure
1034477220	m60_34_47	1034471120	棺_宝死体012：鐘楼群下	treasure
1034477500	m60_34_47	1034471500	棺_宝死体000：鐘楼群下	treasure
1034487000	m60_34_48	1034480000	宝死体000：遺跡2-2	treasure
1034487010	m60_34_48	1034480010	宝死体001：遺跡2-2	treasure
1034487100	m60_34_48	1034480100	宝箱000：遺跡地下室	treasure
1034497010	m60_34_49	934490010	(敵レビュー用)宝死体	treasure
1034507010	m60_34_50	1034500010	棺_宝死体001：砦分かれ道	treasure
1034507020	m60_34_50	1034500020	棺_宝死体002：砦分かれ道	treasure
1034507030	m60_34_50	1034500030	棺_宝死体003：砦分かれ道	treasure
1034507040	m60_34_50	1034500040	棺_宝死体004：砦分かれ道	treasure
1034507050	m60_34_50	1034500050	棺_宝死体005：砦分かれ道	treasure
1034507060	m60_34_50	1034500060	棺_宝死体006：砦分かれ道	treasure
1034507070	m60_34_50	1034500070	棺_宝死体007：砦分かれ道	treasure
1034507080	m60_34_50	1034500080	棺_宝死体008：砦分かれ道	treasure
1034507090	m60_34_50	1034500090	宝死体009	treasure
1034517900	m60_34_51	1034510900	宝箱000	treasure
1035417000	m60_35_41	1035410000	宝死体000 遺跡2-5	treasure
1035417010	m60_35_41	1035410010	宝死体001 遺跡2-5	treasure
1035417100	m60_35_41	1035410100	宝箱000 遺跡2-5	treasure
1035417110	m60_35_41	1035410110	宝箱001  遺跡2-6	treasure
1035427010	m60_35_42	1035420010	宝死体001：毒沼枯れ木	treasure
1035427030	m60_35_42	1035420030	宝死体003：足萎え村_終端	treasure
1035427040	m60_35_42	1035420040	宝死体004	treasure
1035427100	m60_35_42	1035420100	アイテム光000：大教会	treasure
1035427110	m60_35_42	1035420110	アイテム光001：大教会	treasure
1035427120	m60_35_42	1035420120	アイテム光002：大教会	treasure
1035427130	m60_35_42	1035420130	アイテム光003：大教会	treasure
1035427140	m60_35_42	1035420140	アイテム光004：大教会	treasure
1035427150	m60_35_42	1035420150	アイテム光005：大教会	treasure
1035427160	m60_35_42	1035420160	アイテム光006：大教会	treasure
1035427170	m60_35_42	1035420170	アイテム光007：大教会	treasure
1035427180	m60_35_42	1035420180	アイテム光008：大教会	treasure
1035427190	m60_35_42	1035420190	アイテム光009：大教会	treasure
1035427200	m60_35_42	1035420200	アイテム光010：星見台	treasure
1035437010	m60_35_43	1035430010	宝死体001：岩陰 椅子死体	treasure
1035437100	m60_35_43	1035430100	common90005390	event
1035447000	m60_35_44	1035440000	宝死体000：水没遺跡ガンメン前	treasure
1035447010	m60_35_44	1035440010	棺_宝死体001：水没都市付近	treasure
1035447020	m60_35_44	1035440020	棺_宝死体002：水没都市付近	treasure
1035447030	m60_35_44	1035440030	棺_宝死体003：水没都市付近	treasure
1035447040	m60_35_44	1035440040	棺_宝死体004：水没都市付近	treasure
1035447050	m60_35_44	1035440050	棺_宝死体005：水没都市付近	treasure
1035447060	m60_35_44	1035440060	棺_宝死体006：水没都市付近	treasure
1035447070	m60_35_44	1035440070	棺_宝死体007：水没都市付近	treasure
1035447080	m60_35_44	1035440080	棺_宝死体008：水没都市付近	treasure
1035447090	m60_35_44	1035440090	棺_宝死体009：水没都市付近	treasure
1035447100	m60_35_44	1035440100	棺_宝死体010：水没都市付近	treasure
1035447110	m60_35_44	1035440110	アイテム光001：ルーン花地帯祠	treasure
1035447120	m60_35_44	1035440120	宝死体012	treasure
1035457000	m60_35_45	1035450000	宝死体000：モンサン格子前	treasure
1035457030	m60_35_45	1035450030	宝死体003：モンサン格子前	treasure
1035457100	m60_35_45	1035450100	宝死体010：モンサン格子前	treasure
1035467020	m60_35_46	1035460020	椅子_宝死体002：モンサン下	treasure
1035467100	m60_35_46	1035460100	アイテム光000：世界樹の実 橋上	treasure
1035467700	m60_35_46	1035460700	common90005774	event
1035477010	m60_35_47	1035470010	アイテム光000：フォーリ建物	treasure
1035487010	m60_35_48	1035480010	宝死体001：下り遺跡_1	treasure
1035487020	m60_35_48	1035480020	宝死体002：下り遺跡_2	treasure
1035487030	m60_35_48	1035480030	宝死体003：遺跡横浜辺	treasure
1035497020	m60_35_49	1035490020	宝死体002：渓谷前の林	treasure
1035497990	m60_35_49	424020000	c4240_9000	enemy
1035507000	m60_35_50	1035500000	宝死体000	treasure
1035507010	m60_35_50	1035500010	宝死体001	treasure
1035507020	m60_35_50	1035500020	宝死体002	treasure
1035507030	m60_35_50	1035500030	宝死体003	treasure
1035507050	m60_35_50	1035500050	宝死体005	treasure
1035507060	m60_35_50	1035500060	宝死体006	treasure
1035507070	m60_35_50	1035500070	宝死体007	treasure
1035507080	m60_35_50	1035500080	宝死体008	treasure
1035507090	m60_35_50	1035500090	宝死体009	treasure
1035507100	m60_35_50	1035500100	宝死体010	treasure
1035507110	m60_35_50	1035500110	宝死体011	treasure
1035507120	m60_35_50	1035500120	宝死体012	treasure
1035507130	m60_35_50	1035500130	宝死体013	treasure
1035507140	m60_35_50	1035500140	宝死体014	treasure
1035507150	m60_35_50	1035500150	宝死体015	treasure
1035507150	m60_35_50	1035500150	宝死体015 {2}	treasure
1035507160	m60_35_50	1035500160	宝死体016	treasure
1035507170	m60_35_50	1035500170	宝死体017	treasure
1035507180	m60_35_50	1035500180	宝死体018	treasure
1035507190	m60_35_50	1035500190	宝死体019	treasure
1035507200	m60_35_50	1035500200	宝死体020	treasure
1035507220	m60_35_50	1035500220	宝死体022	treasure
1035507230	m60_35_50	1035500230	宝死体023	treasure
1035507240	m60_35_50	1035500240	宝死体024	treasure
1035507250	m60_35_50	1035500250	宝死体025	treasure
1035507260	m60_35_50	1035500260	宝死体026	treasure
1035507270	m60_35_50	1035500270	宝死体027	treasure
1035507280	m60_35_50	1035500280	宝死体028	treasure
1035507300	m60_35_50	1035500300	アイテム光000：世界樹の実 砦	treasure
1035507650	m60_35_50	424021160	c4240_9000	enemy
1035507660	m60_35_50	424021150	c4240_9007	enemy
1035507670	m60_35_50	424021140	c4240_9017	enemy
1035507680	m60_35_50	424021130	c4240_9015	enemy
1035507690	m60_35_50	424021120	c4240_9018	enemy
1035507700	m60_35_50	424021110	c4240_9010	enemy
1035507710	m60_35_50	424021100	c4240_9005	enemy
1035507720	m60_35_50	424021090	c4240_9001	enemy
1035507730	m60_35_50	424021080	c4240_9006	enemy
1035507740	m60_35_50	424021070	c4240_9011	enemy
1035507750	m60_35_50	424021060	c4240_9009	enemy
1035507760	m60_35_50	424021050	c4240_9002	enemy
1035507770	m60_35_50	424021040	c4240_9014	enemy
