ap_id,flag,flag_source,item_name,map,region,method
7002382,16007280,map_lot,Smithing Stone [7],m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002383,16007290,map_lot,Somber Smithing Stone [5],m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002384,16007310,map_lot,Smoldering Butterfly,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002385,16007320,map_lot,Golden Rune [9],m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002386,16007330,map_lot,Golden Rune [10],m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002387,16007350,map_lot,Smithing Stone [6],m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002388,16007360,map_lot,Golden Rune [9],m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002389,16007380,map_lot,Smithing Stone [5],m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002390,16007390,map_lot,Smoldering Butterfly,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002391,16007400,map_lot,Golden Rune [12],m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002392,16007410,map_lot,Furlcalling Finger Remedy,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002393,16007420,map_lot,Beast Blood,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002394,16007430,map_lot,Albinauric Staff,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002395,16007440,map_lot,Drawstring Fire Grease,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002396,16007480,map_lot,Crimson Tear Scarab,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002397,16007490,map_lot,Stonesword Key,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002398,16007500,map_lot,Rune Arc,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002399,16007510,map_lot,Commoner's Headband,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002400,16007520,map_lot,Man-Serpent Ashes,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002401,16007530,map_lot,Somber Smithing Stone [6],m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002402,16007540,map_lot,Crimson Amber Medallion +1,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002403,16007550,map_lot,Smithing Stone [6],m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002404,16007560,map_lot,Smithing Stone [4],m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002405,16007610,map_lot,Smoldering Shield,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002406,16007620,map_lot,Dagger Talisman,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002407,16007690,map_lot,Serpent-Hunter,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7002408,16007700,map_lot,Seedbed Curse,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002409,16007710,map_lot,Serpent's Amnion,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002410,16007730,map_lot,Eye Surcoat,m16_00_00_00,Volcano Manor / Mt. Gelmir,treasure
7002411,16007930,enemy_lot,Living Jar Shard,PENDING,Global / Filler (scattered by design),global_filler
7002412,16007940,map_lot,Ghiza's Wheel,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7002413,16007950,map_lot,[Incantation] Aspects of the Crucible: Breath,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7002414,16007960,enemy_lot,Great Omenkiller Cleaver,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7002415,16007970,enemy_lot,Great Omenkiller Cleaver,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7002416,16007980,enemy_lot,Bloodhound Claws,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7002417,16007991,map_lot,Golden Rune [1],PENDING,Global / Filler (scattered by design),global_filler
7002418,16007992,map_lot,Golden Rune [1],PENDING,Global / Filler (scattered by design),global_filler
7002419,16007999,map_lot,Dragon Heart,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7002420,18007000,map_lot,Poisonbone Dart,m18_00_00_00,Stormveil (assoc.),emevd
7002421,18007010,map_lot,Stonesword Key,PENDING,Global / Filler (scattered by design),global_filler
7002422,18007020,map_lot,Golden Rune [5],m18_00_00_00,Stormveil (assoc.),emevd
7002423,18007030,map_lot,Dragonwound Grease,PENDING,Global / Common-event (unplaced),global
7002424,18007040,map_lot,Lightning Grease,PENDING,Global / Common-event (unplaced),global
7002425,18007050,map_lot,Erdtree's Favor,m18_00_00_00,Stormveil (assoc.),emevd
7002426,18007060,map_lot,Grave Glovewort [1],PENDING,Global / Filler (scattered by design),global_filler
7002427,18007070,map_lot,Haligdrake Talisman,PENDING,Global / Common-event (unplaced),global
7002428,18007700,enemy_lot,Dragon Communion Seal,PENDING,Global / Common-event (unplaced),global
7002429,18007900,map_lot,Erdtree Greatbow,m18_00_00_00,Stormveil (assoc.),emevd
7002430,20007000,map_lot,Shadow Realm Rune [1],m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002431,20007010,map_lot,Fireproof Dried Liver,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002432,20007020,map_lot,Black Pyrefly,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002433,20007030,map_lot,Neutralizing Boluses,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002434,20007040,map_lot,Knot Resin,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002435,20007050,map_lot,Stimulating Boluses,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002436,20007060,map_lot,Somber Smithing Stone [3],m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002437,20007070,map_lot,Messmerfire Grease,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002438,20007080,map_lot,Black Pyrefly,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002439,20007090,map_lot,Silver Horn Tender,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002440,20007100,map_lot,Silver Horn Tender,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002441,20007110,map_lot,Somber Smithing Stone [4],m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002442,20007120,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002443,20007130,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002444,20007140,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002445,20007150,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002446,20007160,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002447,20007170,map_lot,Revered Spirit Ash,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002448,20007180,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002449,20007190,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002450,20007200,map_lot,Messmerfire Grease,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002451,20007210,map_lot,Smithing Stone [2],m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002452,20007220,map_lot,Thin Beast Bones,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002453,20007230,map_lot,Sliver of Meat,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002454,20007240,map_lot,Broken Rune,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002455,20007250,map_lot,Smithing Stone [3],m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002456,20007260,map_lot,Poisonbone Dart,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002457,20007270,map_lot,Neutralizing Boluses,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002458,20007280,map_lot,Serpent Arrow,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002459,20007290,map_lot,Beast Liver,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002460,20007300,map_lot,Poisoned Hand,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002461,20007310,map_lot,Knot Resin,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002462,20007320,map_lot,Whiteflesh Mushroom,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002463,20007330,map_lot,Euporia,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002464,20007340,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002465,20007350,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002466,20007360,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002467,20007370,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002468,20007380,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002469,20007390,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002470,20007400,map_lot,Black Pyrefly,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002471,20007410,map_lot,Ash of War: Shriek of Sorrow,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002472,20007420,map_lot,Dewgem,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002473,20007430,map_lot,Arrow,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002474,20007440,map_lot,Black Pyrefly,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002475,20007450,map_lot,Thin Beast Bones,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002476,20007460,map_lot,Redflesh Mushroom,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002477,20007470,map_lot,String,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002478,20007480,map_lot,Storeroom Key,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002479,20007490,map_lot,Throwing Dagger,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002480,20007500,map_lot,Whiteflesh Mushroom,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002481,20007510,map_lot,Well Depths Key,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002482,20007520,map_lot,Flight Pinion,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002483,20007530,map_lot,Smithing Stone [2],m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002484,20007540,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002485,20007550,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002486,20007560,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002487,20007570,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002488,20007580,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002489,20007590,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002490,20007600,map_lot,Bone Bow,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002491,20007610,map_lot,Thin Beast Bones,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002492,20007620,map_lot,Scadutree Fragment,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002493,20007630,map_lot,Dried Bouquet,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002494,20007640,map_lot,Glass Shard,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002495,20007650,map_lot,Stanching Boluses,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002496,20007660,map_lot,Redflesh Mushroom,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002497,20007670,map_lot,Fly Mold,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002498,20007680,map_lot,Broken Rune,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002499,20007690,map_lot,Black Pyrefly,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002500,20007700,map_lot,Revered Spirit Ash,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002501,20007710,map_lot,Somber Smithing Stone [1],m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002502,20007730,map_lot,Black Pyrefly,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002503,20007740,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002504,20007750,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002505,20007760,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002506,20007770,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002507,20007780,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002508,20007790,map_lot,Rada Fruit,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002509,20007800,map_lot,Revered Spirit Ash,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002510,20007810,map_lot,Divine Beast Head,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002511,20007820,map_lot,Scadutree Fragment,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002512,20007830,map_lot,Tower of Shadow Message,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002513,20007900,enemy_lot,Revered Spirit Ash,PENDING,Mohgwyn / Consecrated-adjacent,flag_prefix
7002514,20007991,map_lot,Immunizing Horn Charm +2,m20_00_00_00,Mohgwyn / Consecrated-adjacent,emevd
7002515,20007993,map_lot,Horned Warrior's Sword,m20_00_00_00,Mohgwyn / Consecrated-adjacent,emevd
7002516,20017000,map_lot,Somber Smithing Stone [9],m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002517,20017010,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002518,20017020,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002519,20017030,map_lot,Messmerfire Grease,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002520,20017040,map_lot,Somber Smithing Stone [5],m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002521,20017050,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002522,20017060,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002523,20017070,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002524,20017080,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002525,20017090,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002526,20017100,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002527,20017110,map_lot,Broken Rune,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002528,20017120,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002529,20017130,map_lot,Rune Arc,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002530,20017140,map_lot,Budding Horn,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002531,20017150,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002532,20017160,map_lot,Lightningproof Pickled Liver,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002533,20017170,map_lot,Thin Beast Bones,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002534,20017180,map_lot,Whiteflesh Mushroom,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002535,20017190,map_lot,Redflesh Mushroom,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002536,20017200,map_lot,Revered Spirit Ash,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002537,20017210,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002538,20017220,map_lot,Furlcalling Finger Remedy,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002539,20017230,map_lot,[Sorcery] Spira,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002540,20017240,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002541,20017250,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002542,20017260,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002543,20017270,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002544,20017280,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002545,20017290,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002546,20017300,map_lot,Dragonbolt Grease,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002547,20017310,map_lot,Inquisitor Ashes,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002548,20017320,map_lot,Drawstring Golden Grease,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002549,20017330,map_lot,Fire Arrow,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002550,20017340,map_lot,Golden Bolt,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002551,20017350,map_lot,Scadutree Fragment,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002552,20017360,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002553,20017370,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002554,20017380,map_lot,Smithing Stone [8],m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002555,20017390,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002556,20017400,map_lot,Revered Spirit Ash,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002557,20017410,map_lot,Silver Horn Tender,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002558,20017420,map_lot,Horned Warrior Ashes,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002559,20017430,map_lot,Neutralizing Boluses,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002560,20017440,map_lot,Stanching Boluses,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002561,20017450,map_lot,Golden Horn Tender,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002562,20017460,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002563,20017470,map_lot,Scadutree Fragment,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002564,20017480,map_lot,Sunwarmth Stone,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002565,20017490,map_lot,Somber Smithing Stone [6],m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002566,20017500,map_lot,Gravebird Helm,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002567,20017510,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002568,20017520,map_lot,Somber Ancient Dragon Smithing Stone,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002569,20017530,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002570,20017540,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002571,20017550,map_lot,Scadutree Fragment,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002572,20017560,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002573,20017570,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002574,20017580,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002575,20017590,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002576,20017600,map_lot,Fireproof Pickled Liver,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002577,20017610,map_lot,Rada Fruit,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002578,20017620,map_lot,Holyproof Pickled Liver,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002579,20017630,map_lot,Smithing Stone [8],m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002580,20017640,map_lot,Lordsworn's Bolt,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002581,20017650,map_lot,Somber Smithing Stone [5],m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002582,20017660,map_lot,Fireproof Pickled Liver,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
7002583,20017670,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
7002584,20017680,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
7002585,20017690,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
7002586,20017900,enemy_lot,Revered Spirit Ash,PENDING,Mohgwyn / Consecrated-adjacent,flag_prefix
7002587,20017981,map_lot,Circlet of Light,m20_01_00_00,Mohgwyn / Consecrated-adjacent,emevd
7002588,20017991,map_lot,Horned Warrior's Greatsword,m20_01_00_00,Mohgwyn / Consecrated-adjacent,emevd
7002589,21007000,map_lot,Festive Grease,m21_00_00_00,DLC Interior,emevd
7002590,21007010,map_lot,Smithing Stone [1],m21_00_00_00,DLC Interior,emevd
7002591,21007020,map_lot,Main-gauche,m21_00_00_00,DLC Interior,emevd
7002592,21007030,map_lot,Redflesh Mushroom,PENDING,DLC Interior,flag_prefix
7002593,21007040,map_lot,Golden Vow,PENDING,DLC Interior,flag_prefix
7002594,21007050,map_lot,Shadow Realm Rune [6],m21_00_00_00,DLC Interior,emevd
7002595,21007060,map_lot,Smithing Stone [5],PENDING,Global / Filler (scattered by design),global_filler
7002596,21007070,map_lot,Talisman of Lord's Bestowal,PENDING,DLC Interior,flag_prefix
7002597,21007080,map_lot,Smithing Stone [8],PENDING,DLC Interior,flag_prefix
7002598,21007090,map_lot,Golden Vow,PENDING,DLC Interior,flag_prefix
7002599,21007100,map_lot,Smithing Stone [1],m21_00_00_00,DLC Interior,emevd
7002600,21007110,map_lot,Holyproof Pickled Liver,PENDING,DLC Interior,flag_prefix
7002601,21007120,map_lot,Messmerfire Grease,PENDING,DLC Interior,flag_prefix
7002602,21007130,map_lot,Drawstring Golden Grease,PENDING,DLC Interior,flag_prefix
7002603,21007140,map_lot,Smithing Stone [8],PENDING,DLC Interior,flag_prefix
7002604,21007160,map_lot,Somber Smithing Stone [8],PENDING,DLC Interior,flag_prefix
7002605,21007170,map_lot,Bone Dart,PENDING,DLC Interior,flag_prefix
7002606,21007180,map_lot,Smithing Stone [2],PENDING,Global / Filler (scattered by design),global_filler
7002607,21007190,map_lot,Silver-Pickled Fowl Foot,PENDING,DLC Interior,flag_prefix
7002608,21007200,map_lot,Rada Fruit,m21_00_00_00,DLC Interior,emevd
7002609,21007210,map_lot,Rada Fruit,m21_00_00_00,DLC Interior,emevd
7002610,21007220,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
7002611,21007230,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
7002612,21007240,map_lot,Rada Fruit,m21_00_00_00,DLC Interior,emevd
7002613,21007250,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
7002614,21007260,map_lot,Rada Fruit,m21_00_00_00,DLC Interior,emevd
7002615,21007270,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
7002616,21007280,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
7002617,21007290,map_lot,Rada Fruit,m21_00_00_00,DLC Interior,emevd
7002618,21007300,map_lot,Thin Beast Bones,m21_00_00_00,DLC Interior,emevd
7002619,21007310,map_lot,Strip of White Flesh,PENDING,DLC Interior,flag_prefix
7002620,21007320,map_lot,Great Grave Glovewort,PENDING,DLC Interior,flag_prefix
7002621,21007330,map_lot,Fireproof Pickled Liver,PENDING,DLC Interior,flag_prefix
7002622,21007340,map_lot,Ember of Messmer,m21_00_00_00,DLC Interior,emevd
7002623,21007350,map_lot,Slumbering Egg,m21_00_00_00,DLC Interior,emevd
7002624,21007360,map_lot,Stormhawk Feather,PENDING,DLC Interior,flag_prefix
7002625,21007370,map_lot,Lightningproof Pickled Liver,m21_00_00_00,DLC Interior,emevd
7002626,21007380,map_lot,Rune of an Unsung Hero,m21_00_00_00,DLC Interior,emevd
7002627,21007390,map_lot,Ember of Messmer,PENDING,DLC Interior,flag_prefix
7002628,21007400,map_lot,Scadutree Fragment,PENDING,Global / Filler (scattered by design),global_filler
7002629,21007410,map_lot,Hefty Beast Bone,PENDING,DLC Interior,flag_prefix
7002630,21007420,map_lot,Crab Eggs,PENDING,DLC Interior,flag_prefix
7002631,21007430,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
7002632,21007440,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
7002633,21007450,map_lot,Rada Fruit,m21_00_00_00,DLC Interior,emevd
7002634,21007460,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
7002635,21007470,map_lot,Rada Fruit,m21_00_00_00,DLC Interior,emevd
7002636,21007480,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
7002637,21007490,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
7002638,21007500,map_lot,Rada Fruit,m21_00_00_00,DLC Interior,emevd
7002639,21007510,map_lot,Rada Fruit,m21_00_00_00,DLC Interior,emevd
7002640,21007520,map_lot,Rada Fruit,m21_00_00_00,DLC Interior,emevd
7002641,21007530,map_lot,Rada Fruit,m21_00_00_00,DLC Interior,emevd
7002642,21007540,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
7002643,21007550,map_lot,Somber Smithing Stone [5],PENDING,DLC Interior,flag_prefix
7002644,21007560,map_lot,Well-Pickled Turtle Neck,m21_00_00_00,DLC Interior,emevd
7002645,21007570,map_lot,Crab Eggs,m21_00_00_00,DLC Interior,emevd
7002646,21007580,map_lot,Ghost Glovewort [1],m21_00_00_00,DLC Interior,emevd
7002647,21007590,map_lot,Somber Smithing Stone [5],PENDING,DLC Interior,flag_prefix
7002648,21007600,map_lot,Shadow Realm Rune [5],PENDING,DLC Interior,flag_prefix
7002649,21007610,map_lot,Kukri,PENDING,DLC Interior,flag_prefix
7002650,21007620,map_lot,Smithing Stone [4],PENDING,DLC Interior,flag_prefix
7002651,21007630,map_lot,Crab Eggs,PENDING,DLC Interior,flag_prefix
7002652,21007640,map_lot,Shadow Sunflower,PENDING,DLC Interior,flag_prefix
7002653,21007650,map_lot,Fire Knight's Seal,PENDING,DLC Interior,flag_prefix
7002654,21007670,map_lot,Rada Fruit,PENDING,Global / Filler (scattered by design),global_filler
