# AUTO-GENERATED by tools/build_questline_model.py -- DO NOT EDIT.
# Typed evidence union over questline_dag.tsv + questline_cc_wiki.tsv.
# This file as a compilation is CC BY-SA 4.0; project-derived rows retain their underlying status. See release/ATTRIBUTION.md.
# EVIDENCE ONLY: nothing in the world imports this table. requires/excludes are candidate facts, not access rules.
# Nodes are typed (`flag:` / `item:`); never compare their bare ids across spaces.
# MEASURED: 2073 evidence rows (2060 game-data, 13 CC-wiki), 1845 typed edges.
source_node	target_node	relation	group_id	group_semantics	evidence_kind	evidence_origin	quest	source_label	target_label	source_region	target_region	claim	source_game_ref	id_evidence	source_page	source_page_id	source_revision	source_timestamp	source_url	license
flag:7610	flag:400480	requires	game:lot_gates:400480:90005774	single	game_data	lot_gates			Haligtree :: Rotten Winged Sword Insignia - around Prayer Room, may be sweep-granted by Loretta, Knight of the Haligtree (m15_00) [f400480]		Haligtree	$InitializeCommonEvent(90005774) arg0	event_flag:7610	questline_dag.tsv:lot_gates						project-derived
flag:7610	flag:400480	requires	game:questline_conditions:400480:m15_00_00_00.emevd.dcx.js:90005774:0	unknown	game_data	questline_conditions			Haligtree :: Rotten Winged Sword Insignia - around Prayer Room, may be sweep-granted by Loretta, Knight of the Haligtree (m15_00) [f400480]		Haligtree	cone root BOSS_KILL(7610) at m15_00_00_00.emevd.dcx.js:90005774 set by common_func.emevd.dcx.js:90005797	event_flag:7610	questline_dag.tsv:questline_conditions						project-derived
map:m15_00	flag:400480	requires	game:questline_conditions:400480:m15_00_00_00.emevd.dcx.js:90005774:0	unknown	game_data	questline_conditions			Haligtree :: Rotten Winged Sword Insignia - around Prayer Room, may be sweep-granted by Loretta, Knight of the Haligtree (m15_00) [f400480]	Haligtree	Haligtree	cone root MAP_ACCESS(m15_00) at m15_00_00_00.emevd.dcx.js:90005774 set by m15_00_00_00.emevd.dcx.js	map:m15_00	questline_dag.tsv:questline_conditions						project-derived
flag:11109656	flag:400490	requires	game:lot_gates:400490:90005750	single	game_data	lot_gates		Dark Round Table Space_Dark Hours	Roundtable Hold :: Royal Remains Greaves - around Table of Lost Grace [f400490]	Roundtable Hold	Roundtable Hold	$InitializeCommonEvent(90005750) arg5	event_flag:11109656	questline_dag.tsv:lot_gates						project-derived
flag:11059305	flag:400500	requires	game:lot_gates:400500:90005750	single	game_data	lot_gates		NPC112 Golden Masked Seeker_Item Light_Revisited	Ashen Capital :: Gold Waistwrap - around Elden Throne, may be sweep-granted by Sir Gideon Ofnir, the All-Knowing (m11_05) [f400500]	Leyndell	Ashen Capital	$InitializeCommonEvent(90005750) arg5	event_flag:11059305	questline_dag.tsv:lot_gates						project-derived
flag:7612	flag:400510	requires	game:lot_gates:400510:90005774	single	game_data	lot_gates			Altus :: Great Stars - around Bower of Bounty, may be sweep-granted by Sanguine Noble (m60_40_53) [f400510]		Altus	$InitializeCommonEvent(90005774) arg0	event_flag:7612	questline_dag.tsv:lot_gates						project-derived
flag:7612	flag:400510	requires	game:questline_conditions:400510:m60_40_53_00.emevd.dcx.js:90005774:0	unknown	game_data	questline_conditions			Altus :: Great Stars - around Bower of Bounty, may be sweep-granted by Sanguine Noble (m60_40_53) [f400510]		Altus	cone root BOSS_KILL(7612) at m60_40_53_00.emevd.dcx.js:90005774 set by common_func.emevd.dcx.js:90005796	event_flag:7612	questline_dag.tsv:questline_conditions						project-derived
map:m60_40	flag:400510	requires	game:questline_conditions:400510:m60_40_53_00.emevd.dcx.js:90005774:0	unknown	game_data	questline_conditions			Altus :: Great Stars - around Bower of Bounty, may be sweep-granted by Sanguine Noble (m60_40_53) [f400510]		Altus	cone root MAP_ACCESS(m60_40) at m60_40_53_00.emevd.dcx.js:90005774 set by m60_40_53_00.emevd.dcx.js	map:m60_40	questline_dag.tsv:questline_conditions						project-derived
flag:4927	flag:400590	requires	game:esd_gifts:400590:418001205	single	game_data	esd_gifts			Scadu Altus :: Lacerating Crossed-Tree - around Highroad Cross, may be sweep-granted by Black Knight Garrew (m61_47_45) [f400590]		Scadu Altus	talk 418001205 gate_sense=1 lot 105900	event_flag:4927	questline_dag.tsv:esd_gifts						project-derived
flag:4927	flag:400590	requires	game:esd_gifts:400590:418006100	single	game_data	esd_gifts			Scadu Altus :: Lacerating Crossed-Tree - around Highroad Cross, may be sweep-granted by Black Knight Garrew (m61_47_45) [f400590]		Scadu Altus	talk 418006100 gate_sense=1 lot 105900	event_flag:4927	questline_dag.tsv:esd_gifts						project-derived
map:m61_48	flag:400590	requires	game:questline_conditions:400590:m61_48_45_00.emevd.dcx.js:2048450708:0	single	game_data	questline_conditions			Scadu Altus :: Lacerating Crossed-Tree - around Highroad Cross, may be sweep-granted by Black Knight Garrew (m61_47_45) [f400590]		Scadu Altus	cone root MAP_ACCESS(m61_48) at m61_48_45_00.emevd.dcx.js:2048450708 set by m61_48_45_00.emevd.dcx.js	map:m61_48	questline_dag.tsv:questline_conditions						project-derived
flag:4927	flag:400592	requires	game:esd_gifts:400592:418001205	single	game_data	esd_gifts			Scadu Altus :: Retaliatory Crossed-Tree - around Highroad Cross, may be sweep-granted by Dryleaf Dane (m61_49_44) [f400592]		Scadu Altus	talk 418001205 gate_sense=1 lot 105910	event_flag:4927	questline_dag.tsv:esd_gifts						project-derived
flag:4927	flag:400592	requires	game:esd_gifts:400592:418006100	single	game_data	esd_gifts			Scadu Altus :: Retaliatory Crossed-Tree - around Highroad Cross, may be sweep-granted by Dryleaf Dane (m61_49_44) [f400592]		Scadu Altus	talk 418006100 gate_sense=1 lot 105910	event_flag:4927	questline_dag.tsv:esd_gifts						project-derived
map:m61_48	flag:400592	requires	game:questline_conditions:400592:m61_48_45_00.emevd.dcx.js:2048450708:0	single	game_data	questline_conditions			Scadu Altus :: Retaliatory Crossed-Tree - around Highroad Cross, may be sweep-granted by Dryleaf Dane (m61_49_44) [f400592]		Scadu Altus	cone root MAP_ACCESS(m61_48) at m61_48_45_00.emevd.dcx.js:2048450708 set by m61_48_45_00.emevd.dcx.js	map:m61_48	questline_dag.tsv:questline_conditions						project-derived
flag:7624	flag:400594	requires	game:lot_gates:400594:90005776	single	game_data	lot_gates			Scadu Altus :: Ash of War: Swift Slash - around Shadow Keep Main Gate, may be sweep-granted by Golden Hippopotamus (m21_00) [f400594]		Scadu Altus	$InitializeCommonEvent(90005776) arg1	event_flag:7624	questline_dag.tsv:lot_gates						project-derived
flag:7624	flag:400594	requires	game:questline_conditions:400594:m21_00_00_00.emevd.dcx.js:90005776:0	unknown	game_data	questline_conditions			Scadu Altus :: Ash of War: Swift Slash - around Shadow Keep Main Gate, may be sweep-granted by Golden Hippopotamus (m21_00) [f400594]		Scadu Altus	cone root BOSS_KILL(7624) at m21_00_00_00.emevd.dcx.js:90005776 set by common_func.emevd.dcx.js:90005798	event_flag:7624	questline_dag.tsv:questline_conditions						project-derived
map:m21_00	flag:400594	requires	game:questline_conditions:400594:m21_00_00_00.emevd.dcx.js:90005776:0	unknown	game_data	questline_conditions			Scadu Altus :: Ash of War: Swift Slash - around Shadow Keep Main Gate, may be sweep-granted by Golden Hippopotamus (m21_00) [f400594]	Shadow Keep	Scadu Altus	cone root MAP_ACCESS(m21_00) at m21_00_00_00.emevd.dcx.js:90005776 set by m21_00_00_00.emevd.dcx.js	map:m21_00	questline_dag.tsv:questline_conditions						project-derived
flag:7622	flag:400595	requires	game:lot_gates:400595:90005776	single	game_data	lot_gates			Shadow Keep :: Ansbach's Longbow - around Storehouse, First Floor (1), may be sweep-granted by Base Serpent Messmer (m21_01) [f400595]		Shadow Keep	$InitializeCommonEvent(90005776) arg1	event_flag:7622	questline_dag.tsv:lot_gates						project-derived
flag:7622	flag:400595	requires	game:questline_conditions:400595:m21_01_00_00.emevd.dcx.js:90005776:0	unknown	game_data	questline_conditions			Shadow Keep :: Ansbach's Longbow - around Storehouse, First Floor (1), may be sweep-granted by Base Serpent Messmer (m21_01) [f400595]		Shadow Keep	cone root BOSS_KILL(7622) at m21_01_00_00.emevd.dcx.js:90005776 set by common_func.emevd.dcx.js:90005798	event_flag:7622	questline_dag.tsv:questline_conditions						project-derived
map:m21_01	flag:400595	requires	game:questline_conditions:400595:m21_01_00_00.emevd.dcx.js:90005776:0	unknown	game_data	questline_conditions			Shadow Keep :: Ansbach's Longbow - around Storehouse, First Floor (1), may be sweep-granted by Base Serpent Messmer (m21_01) [f400595]	Shadow Keep	Shadow Keep	cone root MAP_ACCESS(m21_01) at m21_01_00_00.emevd.dcx.js:90005776 set by m21_01_00_00.emevd.dcx.js	map:m21_01	questline_dag.tsv:questline_conditions						project-derived
flag:4448	flag:400598	requires	game:lot_gates:400598:90005750	single	game_data	lot_gates			Enir Ilim :: Leda's Armor - near Gate of Divinity, may be sweep-granted by Radahn, Consort of Miquella (m20_01) [f400598]		Enir Ilim	$InitializeCommonEvent(90005750) arg5	event_flag:4448	questline_dag.tsv:lot_gates						project-derived
flag:21019365	flag:400600	unknown	game:esd_gifts:400600:417002101	single	game_data	esd_gifts		set by NPC talk 417002101 on m21_01_00_00	Enir Ilim :: Golden Lion Shield - m60_49_40 (region unconfirmed) [f400600]	Shadow Keep	Enir Ilim	talk 417002101 gate_sense=0 lot 106000	event_flag:21019365	questline_dag.tsv:esd_gifts						project-derived
flag:21019365	flag:400600	unknown	game:esd_gifts:400600:417006100	single	game_data	esd_gifts		set by NPC talk 417002101 on m21_01_00_00	Enir Ilim :: Golden Lion Shield - m60_49_40 (region unconfirmed) [f400600]	Shadow Keep	Enir Ilim	talk 417006100 gate_sense=0 lot 106000	event_flag:21019365	questline_dag.tsv:esd_gifts						project-derived
flag:2046429375	flag:400602	requires	game:lot_gates:400602:90005750	any	game_data	lot_gates			Enir Ilim :: Freyja's Greaves - near Cleansing Chamber Anteroom, may be sweep-granted by Radahn, Consort of Miquella (m20_01) [f400602]	Gravesite	Enir Ilim	$InitializeCommonEvent(90005750) arg5	event_flag:2046429375	questline_dag.tsv:lot_gates						project-derived
flag:4427	flag:400602	requires	game:lot_gates:400602:90005750	any	game_data	lot_gates			Enir Ilim :: Freyja's Greaves - near Cleansing Chamber Anteroom, may be sweep-granted by Radahn, Consort of Miquella (m20_01) [f400602]		Enir Ilim	$InitializeCommonEvent(90005750) arg5	event_flag:4427	questline_dag.tsv:lot_gates						project-derived
flag:2046429206	flag:400610	requires	game:questline_conditions:400610:talk/m21_01_00_00-only/t414002101.py:t414002101_x41:	unknown	game_data	questline_conditions		set by NPC talk 414002101 on m21_01_00_00	Gravesite :: Cross Map - around Altar South [f400610]	Gravesite	Gravesite	cone root DIALOGUE_STEP(2046429206) at talk/m21_01_00_00-only/t414002101.py:t414002101_x41 set by talk/m61_00_00_00-only/t414006100.py:t414006100_x31	event_flag:2046429206	questline_dag.tsv:questline_conditions						project-derived
flag:2046429206	flag:400610	requires	game:questline_conditions:400610:talk/m61_00_00_00-only/t414006100.py:t414006100_x41:	unknown	game_data	questline_conditions		set by NPC talk 414002101 on m21_01_00_00	Gravesite :: Cross Map - around Altar South [f400610]	Gravesite	Gravesite	cone root DIALOGUE_STEP(2046429206) at talk/m61_00_00_00-only/t414006100.py:t414006100_x41 set by talk/m61_00_00_00-only/t414006100.py:t414006100_x31	event_flag:2046429206	questline_dag.tsv:questline_conditions						project-derived
flag:2046429206	flag:400610	unknown	game:esd_gifts:400610:414002101	unknown	game_data	esd_gifts		set by NPC talk 414002101 on m21_01_00_00	Gravesite :: Cross Map - around Altar South [f400610]	Gravesite	Gravesite	talk 414002101 gate_sense=0 lot 106100	event_flag:2046429206	questline_dag.tsv:esd_gifts						project-derived
flag:2046429206	flag:400610	unknown	game:esd_gifts:400610:414006100	unknown	game_data	esd_gifts		set by NPC talk 414002101 on m21_01_00_00	Gravesite :: Cross Map - around Altar South [f400610]	Gravesite	Gravesite	talk 414006100 gate_sense=0 lot 106100	event_flag:2046429206	questline_dag.tsv:esd_gifts						project-derived
flag:2046429210	flag:400610	unknown	game:esd_gifts:400610:414002101	unknown	game_data	esd_gifts		set by NPC talk 414002101 on m21_01_00_00	Gravesite :: Cross Map - around Altar South [f400610]	Gravesite	Gravesite	talk 414002101 gate_sense=1 lot 106120	event_flag:2046429210	questline_dag.tsv:esd_gifts						project-derived
flag:2046429210	flag:400610	unknown	game:esd_gifts:400610:414006100	unknown	game_data	esd_gifts		set by NPC talk 414002101 on m21_01_00_00	Gravesite :: Cross Map - around Altar South [f400610]	Gravesite	Gravesite	talk 414006100 gate_sense=1 lot 106120	event_flag:2046429210	questline_dag.tsv:esd_gifts						project-derived
flag:2048459205	flag:400610	unknown	game:esd_gifts:400610:414002101	unknown	game_data	esd_gifts		set by NPC talk 414002101 on m21_01_00_00	Gravesite :: Cross Map - around Altar South [f400610]	Scadu Altus	Gravesite	talk 414002101 gate_sense=0 lot 106120	event_flag:2048459205	questline_dag.tsv:esd_gifts						project-derived
flag:2048459205	flag:400610	unknown	game:esd_gifts:400610:414006100	unknown	game_data	esd_gifts		set by NPC talk 414002101 on m21_01_00_00	Gravesite :: Cross Map - around Altar South [f400610]	Scadu Altus	Gravesite	talk 414006100 gate_sense=0 lot 106120	event_flag:2048459205	questline_dag.tsv:esd_gifts						project-derived
flag:4365	flag:400610	requires	game:questline_conditions:400610:talk/m21_01_00_00-only/t414002101.py:t414002101_x41:	unknown	game_data	questline_conditions			Gravesite :: Cross Map - around Altar South [f400610]		Gravesite	cone root NPC_STATE(4365) at talk/m21_01_00_00-only/t414002101.py:t414002101_x41 set by common.emevd.dcx.js:4379	event_flag:4365	questline_dag.tsv:questline_conditions						project-derived
flag:4365	flag:400610	requires	game:questline_conditions:400610:talk/m61_00_00_00-only/t414006100.py:t414006100_x41:	unknown	game_data	questline_conditions			Gravesite :: Cross Map - around Altar South [f400610]		Gravesite	cone root NPC_STATE(4365) at talk/m61_00_00_00-only/t414006100.py:t414006100_x41 set by common.emevd.dcx.js:4379	event_flag:4365	questline_dag.tsv:questline_conditions						project-derived
map:m21_01	flag:400610	requires	game:questline_conditions:400610:talk/m21_01_00_00-only/t414002101.py:t414002101_x41:	unknown	game_data	questline_conditions			Gravesite :: Cross Map - around Altar South [f400610]	Shadow Keep	Gravesite	cone root MAP_ACCESS(m21_01) at talk/m21_01_00_00-only/t414002101.py:t414002101_x41 set by talk/m21_01_00_00-only/t414002101.py	map:m21_01	questline_dag.tsv:questline_conditions						project-derived
map:m61_00	flag:400610	requires	game:questline_conditions:400610:talk/m61_00_00_00-only/t414006100.py:t414006100_x41:	unknown	game_data	questline_conditions			Gravesite :: Cross Map - around Altar South [f400610]		Gravesite	cone root MAP_ACCESS(m61_00) at talk/m61_00_00_00-only/t414006100.py:t414006100_x41 set by talk/m61_00_00_00-only/t414006100.py	map:m61_00	questline_dag.tsv:questline_conditions						project-derived
flag:2046422700	flag:400612	requires	game:questline_conditions:400612:talk/m21_01_00_00-only/t414002101.py:t414002101_x47:	unknown	game_data	questline_conditions		set by NPC talk 414002101 on m21_01_00_00	Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]	Gravesite	Shadow Keep	cone root DIALOGUE_STEP(2046422700) at talk/m21_01_00_00-only/t414002101.py:t414002101_x47 set by talk/m61_00_00_00-only/t414006100.py:t414006100_x48	event_flag:2046422700	questline_dag.tsv:questline_conditions						project-derived
flag:2046422700	flag:400612	requires	game:questline_conditions:400612:talk/m61_00_00_00-only/t414006100.py:t414006100_x47:	unknown	game_data	questline_conditions		set by NPC talk 414002101 on m21_01_00_00	Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]	Gravesite	Shadow Keep	cone root DIALOGUE_STEP(2046422700) at talk/m61_00_00_00-only/t414006100.py:t414006100_x47 set by talk/m61_00_00_00-only/t414006100.py:t414006100_x48	event_flag:2046422700	questline_dag.tsv:questline_conditions						project-derived
flag:2046422700	flag:400612	unknown	game:esd_gifts:400612:414002101	unknown	game_data	esd_gifts		set by NPC talk 414002101 on m21_01_00_00	Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]	Gravesite	Shadow Keep	talk 414002101 gate_sense=1 lot 106110	event_flag:2046422700	questline_dag.tsv:esd_gifts						project-derived
flag:2046422700	flag:400612	unknown	game:esd_gifts:400612:414006100	unknown	game_data	esd_gifts		set by NPC talk 414002101 on m21_01_00_00	Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]	Gravesite	Shadow Keep	talk 414006100 gate_sense=1 lot 106110	event_flag:2046422700	questline_dag.tsv:esd_gifts						project-derived
flag:2046429217	flag:400612	requires	game:questline_conditions:400612:talk/m21_01_00_00-only/t414002101.py:t414002101_x47:	unknown	game_data	questline_conditions		set by NPC talk 414002101 on m21_01_00_00	Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]	Gravesite	Shadow Keep	cone root DIALOGUE_STEP(2046429217) at talk/m21_01_00_00-only/t414002101.py:t414002101_x47 set by talk/m61_00_00_00-only/t414006100.py:t414006100_x31	event_flag:2046429217	questline_dag.tsv:questline_conditions						project-derived
flag:2046429217	flag:400612	requires	game:questline_conditions:400612:talk/m61_00_00_00-only/t414006100.py:t414006100_x47:	unknown	game_data	questline_conditions		set by NPC talk 414002101 on m21_01_00_00	Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]	Gravesite	Shadow Keep	cone root DIALOGUE_STEP(2046429217) at talk/m61_00_00_00-only/t414006100.py:t414006100_x47 set by talk/m61_00_00_00-only/t414006100.py:t414006100_x31	event_flag:2046429217	questline_dag.tsv:questline_conditions						project-derived
flag:2046429219	flag:400612	requires	game:questline_conditions:400612:talk/m21_01_00_00-only/t414002101.py:t414002101_x47:	unknown	game_data	questline_conditions		set by NPC talk 414002101 on m21_01_00_00	Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]	Gravesite	Shadow Keep	cone root DIALOGUE_STEP(2046429219) at talk/m21_01_00_00-only/t414002101.py:t414002101_x47 set by talk/m61_00_00_00-only/t414006100.py:t414006100_x31	event_flag:2046429219	questline_dag.tsv:questline_conditions						project-derived
flag:2046429219	flag:400612	requires	game:questline_conditions:400612:talk/m61_00_00_00-only/t414006100.py:t414006100_x47:	unknown	game_data	questline_conditions		set by NPC talk 414002101 on m21_01_00_00	Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]	Gravesite	Shadow Keep	cone root DIALOGUE_STEP(2046429219) at talk/m61_00_00_00-only/t414006100.py:t414006100_x47 set by talk/m61_00_00_00-only/t414006100.py:t414006100_x31	event_flag:2046429219	questline_dag.tsv:questline_conditions						project-derived
flag:2048452700	flag:400612	unknown	game:esd_gifts:400612:414002101	unknown	game_data	esd_gifts		set by NPC talk 414002101 on m21_01_00_00	Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]	Scadu Altus	Shadow Keep	talk 414002101 gate_sense=1 lot 106110	event_flag:2048452700	questline_dag.tsv:esd_gifts						project-derived
flag:2048452700	flag:400612	unknown	game:esd_gifts:400612:414006100	unknown	game_data	esd_gifts		set by NPC talk 414002101 on m21_01_00_00	Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]	Scadu Altus	Shadow Keep	talk 414006100 gate_sense=1 lot 106110	event_flag:2048452700	questline_dag.tsv:esd_gifts						project-derived
flag:4365	flag:400612	requires	game:questline_conditions:400612:talk/m21_01_00_00-only/t414002101.py:t414002101_x47:	unknown	game_data	questline_conditions			Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]		Shadow Keep	cone root NPC_STATE(4365) at talk/m21_01_00_00-only/t414002101.py:t414002101_x47 set by common.emevd.dcx.js:4379	event_flag:4365	questline_dag.tsv:questline_conditions						project-derived
flag:4365	flag:400612	requires	game:questline_conditions:400612:talk/m61_00_00_00-only/t414006100.py:t414006100_x47:	unknown	game_data	questline_conditions			Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]		Shadow Keep	cone root NPC_STATE(4365) at talk/m61_00_00_00-only/t414006100.py:t414006100_x47 set by common.emevd.dcx.js:4379	event_flag:4365	questline_dag.tsv:questline_conditions						project-derived
map:m21_01	flag:400612	requires	game:questline_conditions:400612:talk/m21_01_00_00-only/t414002101.py:t414002101_x47:	unknown	game_data	questline_conditions			Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]	Shadow Keep	Shadow Keep	cone root MAP_ACCESS(m21_01) at talk/m21_01_00_00-only/t414002101.py:t414002101_x47 set by talk/m21_01_00_00-only/t414002101.py	map:m21_01	questline_dag.tsv:questline_conditions						project-derived
map:m61_00	flag:400612	requires	game:questline_conditions:400612:talk/m61_00_00_00-only/t414006100.py:t414006100_x47:	unknown	game_data	questline_conditions			Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]		Shadow Keep	cone root MAP_ACCESS(m61_00) at talk/m61_00_00_00-only/t414006100.py:t414006100_x47 set by talk/m61_00_00_00-only/t414006100.py	map:m61_00	questline_dag.tsv:questline_conditions						project-derived
flag:2044460180	flag:400614	requires	game:lot_gates:400614:90005774	any	game_data	lot_gates			Enir Ilim :: Soiled Loincloth - around Gate of Divinity, may be sweep-granted by Radahn, Consort of Miquella (m20_01) [f400614]	Ancient Ruins	Enir Ilim	$InitializeCommonEvent(90005774) arg0	event_flag:2044460180	questline_dag.tsv:lot_gates						project-derived
flag:4370	flag:400614	requires	game:lot_gates:400614:90005750	single	game_data	lot_gates			Enir Ilim :: Soiled Loincloth - around Gate of Divinity, may be sweep-granted by Radahn, Consort of Miquella (m20_01) [f400614]		Enir Ilim	$InitializeCommonEvent(90005750) arg5	event_flag:4370	questline_dag.tsv:lot_gates						project-derived
flag:7623	flag:400614	requires	game:lot_gates:400614:90005776	single	game_data	lot_gates			Enir Ilim :: Soiled Loincloth - around Gate of Divinity, may be sweep-granted by Radahn, Consort of Miquella (m20_01) [f400614]	Scadu Altus	Enir Ilim	$InitializeCommonEvent(90005776) arg1	event_flag:7623	questline_dag.tsv:lot_gates						project-derived
flag:7623	flag:400614	requires	game:questline_conditions:400614:m21_00_00_00.emevd.dcx.js:90005776:0	unknown	game_data	questline_conditions			Enir Ilim :: Soiled Loincloth - around Gate of Divinity, may be sweep-granted by Radahn, Consort of Miquella (m20_01) [f400614]		Enir Ilim	cone root BOSS_KILL(7623) at m21_00_00_00.emevd.dcx.js:90005776 set by common_func.emevd.dcx.js:90005799	event_flag:7623	questline_dag.tsv:questline_conditions						project-derived
map:m21_00	flag:400614	requires	game:questline_conditions:400614:m21_00_00_00.emevd.dcx.js:90005776:0	unknown	game_data	questline_conditions			Enir Ilim :: Soiled Loincloth - around Gate of Divinity, may be sweep-granted by Radahn, Consort of Miquella (m20_01) [f400614]	Shadow Keep	Enir Ilim	cone root MAP_ACCESS(m21_00) at m21_00_00_00.emevd.dcx.js:90005776 set by m21_00_00_00.emevd.dcx.js	map:m21_00	questline_dag.tsv:questline_conditions						project-derived
flag:21019316	flag:400620	unknown	game:esd_gifts:400620:416002101	unknown	game_data	esd_gifts		set by NPC talk 416002101 on m21_01_00_00	Shadow Keep :: Letter for Freyja - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400620]	Shadow Keep	Shadow Keep	talk 416002101 gate_sense=0 lot 106200	event_flag:21019316	questline_dag.tsv:esd_gifts						project-derived
flag:21019317	flag:400620	unknown	game:esd_gifts:400620:416002101	unknown	game_data	esd_gifts		set by NPC talk 416002101 on m21_01_00_00	Shadow Keep :: Letter for Freyja - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400620]	Shadow Keep	Shadow Keep	talk 416002101 gate_sense=0 lot 106200	event_flag:21019317	questline_dag.tsv:esd_gifts						project-derived
flag:21019328	flag:400620	requires	game:lot_gates:400620:90005750	single	game_data	lot_gates			Shadow Keep :: Letter for Freyja - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400620]		Shadow Keep	$InitializeCommonEvent(90005750) arg5	event_flag:21019328	questline_dag.tsv:lot_gates						project-derived
flag:7621	flag:400620	requires	game:questline_conditions:400620:m21_01_00_00.emevd.dcx.js:90005750:0	unknown	game_data	questline_conditions			Shadow Keep :: Letter for Freyja - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400620]		Shadow Keep	cone root BOSS_KILL(7621) at m21_01_00_00.emevd.dcx.js:90005750 set by common_func.emevd.dcx.js:90005799	event_flag:7621	questline_dag.tsv:questline_conditions						project-derived
map:m21_01	flag:400620	requires	game:questline_conditions:400620:m21_01_00_00.emevd.dcx.js:90005750:0	unknown	game_data	questline_conditions			Shadow Keep :: Letter for Freyja - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400620]	Shadow Keep	Shadow Keep	cone root MAP_ACCESS(m21_01) at m21_01_00_00.emevd.dcx.js:90005750 set by m21_01_00_00.emevd.dcx.js	map:m21_01	questline_dag.tsv:questline_conditions						project-derived
flag:21019329	flag:400622	requires	game:questline_conditions:400622:m21_01_00_00.emevd.dcx.js:90005750:0	unknown	game_data	questline_conditions		set by NPC talk 416002101 on m21_01_00_00	Shadow Keep :: Ansbach's Boots - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400622]	Shadow Keep	Shadow Keep	cone root DIALOGUE_STEP(21019329) at m21_01_00_00.emevd.dcx.js:90005750 set by talk/m21_01_00_00-only/t416002101.py:t416002101_x39	event_flag:21019329	questline_dag.tsv:questline_conditions						project-derived
flag:21019331	flag:400622	requires	game:lot_gates:400622:90005750	single	game_data	lot_gates			Shadow Keep :: Ansbach's Boots - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400622]		Shadow Keep	$InitializeCommonEvent(90005750) arg5	event_flag:21019331	questline_dag.tsv:lot_gates						project-derived
flag:21019331	flag:400622	requires	game:questline_conditions:400622:m21_01_00_00.emevd.dcx.js:90005750:0	unknown	game_data	questline_conditions			Shadow Keep :: Ansbach's Boots - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400622]	Shadow Keep	Shadow Keep	cone root BOSS_KILL(21019331) at m21_01_00_00.emevd.dcx.js:90005750 set by m21_01_00_00.emevd.dcx.js:21010716	event_flag:21019331	questline_dag.tsv:questline_conditions						project-derived
flag:7621	flag:400622	requires	game:lot_gates:400622:90005776	single	game_data	lot_gates			Shadow Keep :: Ansbach's Boots - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400622]	Scadu Altus	Shadow Keep	$InitializeCommonEvent(90005776) arg1	event_flag:7621	questline_dag.tsv:lot_gates						project-derived
flag:7621	flag:400622	requires	game:questline_conditions:400622:m21_01_00_00.emevd.dcx.js:90005750:0	unknown	game_data	questline_conditions			Shadow Keep :: Ansbach's Boots - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400622]		Shadow Keep	cone root BOSS_KILL(7621) at m21_01_00_00.emevd.dcx.js:90005750 set by common_func.emevd.dcx.js:90005799	event_flag:7621	questline_dag.tsv:questline_conditions						project-derived
