# AUTO-GENERATED by tools/datamine_item_play_regions.py --emit -- DO NOT EDIT.
# Per ITEM PLACEMENT: the play_region id(s) of the ground the pickup stands on,
#   read from MSB Region/PlayArea <PlayRegionID> by point-in-volume test -- the
#   exact id the client's kick-watch reads. buckets = ID // 100.
# One row per placement: a flag placed in two maps has two rows (442 flags are).
# source: volume:/interior-vol: = a volume CONTAINS it (the ruling); seam:/
#   interior-seam: = within 8 m of a volume face; tile-default/interior-map =
#   the PlayRegionParam default for its own tile; '-' = no answer, and absence
#   of an answer is NOT evidence about the region.
# Calibrated by --graces against greenfield/grace_ground.tsv (docs/PLAYAREA-ITEM-SCAN.md).
flag	map_id	play_region_ids	buckets	source
13007690	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007700	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007710	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007720	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007730	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007740	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007750	m13_00_00_00	1300004	13000	interior-seam:パーツ プレイ領域 1300004 ①@4.8m
13007760	m13_00_00_00	1300005	13000	interior-vol:プレイ領域 1300005
13007770	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007780	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007790	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007800	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007810	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007820	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007830	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007850	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007860	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007870	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007880	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007890	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007900	m13_00_00_00	1300004	13000	interior-seam:パーツ プレイ領域 1300004 ③@0.2m
13007910	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007920	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007930	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007940	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007950	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
13007980	m13_00_00_00	1300004	13000	interior-seam:パーツ プレイ領域 1300004 ②@7.6m
13007990	m13_00_00_00	1300000;1300001;1300002;1300003;1300004;1300005;1300006;1300010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300090	13000	interior-map
14007000	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007015	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007020	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007030	m14_00_00_00	1400090	14000	interior-seam:プレイ領域 1400002 オープン湖 モンサン 02@5.9m
14007040	m14_00_00_00	1400090	14000	interior-vol:プレイ領域 1400002 オープン湖 モンサン 02
14007070	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007090	m14_00_00_00	1400013	14000	interior-seam:プレイ領域 1400013 オープン湖 モンサン 05 {5}@0.7m
14007120	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007150	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007160	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007190	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007200	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007220	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007250	m14_00_00_00	1400013	14000	interior-vol:プレイ領域 1400013 オープン湖 モンサン 05 {4}
14007280	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007290	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007300	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007320	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007330	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007350	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007360	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007370	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007380	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007390	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007410	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007420	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007430	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007440	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007450	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007460	m14_00_00_00	1400001;1400010	14000	interior-vol:プレイ領域 1400001 オープン湖 モンサン 03
14007470	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007480	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007490	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007510	m14_00_00_00	1400090	14000	interior-vol:プレイ領域 1400090 ガーデンショトカ 霧壁後
14007520	m14_00_00_00	1400001	14000	interior-seam:プレイ領域 1400001 オープン湖 モンサン 01@2.6m
14007530	m14_00_00_00	1400003	14000	interior-seam:プレイ領域 1400003 オープン湖 モンサン 02@7.6m
14007540	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007560	m14_00_00_00	1400003	14000	interior-vol:プレイ領域 1400003 オープン湖 モンサン 02
14007600	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007620	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007630	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007660	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007670	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007710	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007720	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007740	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007750	m14_00_00_00	1400016;1400090	14000	interior-vol:プレイ領域 1400002 オープン湖 モンサン 02
14007760	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007770	m14_00_00_00	1400016;1400090	14000	interior-vol:プレイ領域 1400002 オープン湖 モンサン 02
14007840	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007850	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007860	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007870	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007880	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007890	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007910	m14_00_00_00	1400003	14000	interior-vol:プレイ領域 1400003 オープン湖 モンサン 02
14007920	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007930	m14_00_00_00	1400016;1400090	14000	interior-vol:プレイ領域 1400002 オープン湖 モンサン 02
14007940	m14_00_00_00	1400001;1400010	14000	interior-vol:プレイ領域 1400001 オープン湖 モンサン 03
14007970	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007990	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
14007995	m14_00_00_00	1400000;1400001;1400002;1400003;1400010;1400011;1400012;1400013;1400014;1400015;1400016;1400090	14000	interior-map
15007000	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007010	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007020	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007030	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007040	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007050	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007060	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007070	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007080	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007090	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007100	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007110	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007120	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007130	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007140	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007150	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007160	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007170	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007180	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007190	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007200	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007210	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007220	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007230	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007240	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007250	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007260	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007270	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007280	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007290	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007300	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007310	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007320	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007330	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007340	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007350	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007360	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007370	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007380	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007390	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007400	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007410	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007420	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007430	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007440	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007460	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007470	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007480	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007490	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007500	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007510	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007520	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007530	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007540	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007550	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007560	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007570	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007580	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007590	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007600	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007610	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007620	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007630	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007640	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007650	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007660	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007670	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007680	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007690	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007700	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007710	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007720	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007730	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007740	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007750	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007760	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007770	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007780	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007790	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007800	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007810	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007820	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007830	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007840	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007850	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007860	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007870	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007880	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007890	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007900	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007910	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007920	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007930	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007940	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007950	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007960	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007970	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007980	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
15007990	m15_00_00_00	1500000;1500001;1500002;1500003;1500004;1500005;1500010;1500011;1500012;1500090	15000	interior-map
16007000	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007010	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007020	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007030	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007040	m16_00_00_00	1600014	16000	interior-seam:領域 マルチプレイエリア上書き 1600014@6.2m
16007050	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007060	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007070	m16_00_00_00	1600014	16000	interior-vol:プレイ領域（Compositeパーツ） 1600014 ②
16007080	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007100	m16_00_00_00	1600005	16000	interior-vol:プレイ領域 1600005
