# Second opinion on the "(region unconfirmed)" checks -- tools/audit_region_second_opinion.py
#
# Sources: Eldenpedia (eldenring.wiki.gg, CC BY-SA 4.0); Elden Ring Wiki on Fandom
# (eldenring.fandom.com, CC BY-SA 3.0) as fallback. ERDB (MIT) probed and not used: its
# datamined params carry no placement field. Fextralife is deliberately not consulted.
#
# No wiki prose is reproduced here. Every cell is a region name from OUR vocabulary, an id
# from OUR tables, a page TITLE used as a citation, or a verdict in OUR words.
#
# This is a CANDIDATE list for hand-adjudication, not a cull list and not a fix list.
# NO-DATA means "not readable there" -- absence on a thin wiki is WEAK evidence that
# says nothing about whether the check's region is right.
#
# The msb_vote_* columns are a SECOND and SEPARATE opinion, computed offline from our own
# committed MSB coordinates (tools/msb_region_vote.py): the region of the nearest
# region-attributed Site of Grace, once the check is folded into the overworld frame.
# 92.9% on a 2169-check control set (--calibrate, 2026-08-26) -- roughly one row in fourteen is WRONG, so this is a RANKING signal for hand-adjudication, never an adjudicator. It does NOT describe a PLAYAREA-CONFIRMED row: those are RULINGS from the PlayArea point-in-volume test (docs/PLAYAREA-ITEM-SCAN.md), they REPLACED the vote, and the 518 of them in the control population are excluded from the number above rather than flattering it.
# It is NOT independent of the nearest-neighbour hop that produced these regions in the first
# place, so a vote that AGREES with us corroborates nothing. vote_note: NO-COORDS (no MSB row),
# NO-ANCHOR (no region-attributed grace in that frame), SUSPECT-ANCHOR (the anchoring grace's
# own region came from a tile-default row, so the vote inherits a tile-wide guess),
# CROSS-TILE-MSB (the coords are authored on a different fine-grid tile than the label names),
# COARSE-LOD (the coords row is on a LOD1/2 tile -- folded correctly, but coarser).
verdict	our_region	external_regions	flag	ap_id	map_tile	item	source	page_title	scope	how	label	msb_vote_region	vote_distance_m	vote_unanimous	vote_anchor_grace	vote_note
AMBIGUOUS-GENERIC	Weeping		1043337000	7773010	m60_43_33	Golden Rune [2]				GUESSED	Weeping :: Golden Rune [2] - near Ailing Village Outskirts (region unconfirmed) (1) [f1043337000]	Weeping	123.4	yes	76154 Ailing Village Outskirts	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Weeping		1043337010	7774612	m60_43_33	Golden Rune [2]				GUESSED	Weeping :: Golden Rune [2] - near Ailing Village Outskirts (region unconfirmed) (2) [f1043337010]	Weeping	132.3	yes	76154 Ailing Village Outskirts	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Weeping		1044317010	7773040	m60_44_31	Golden Rune [4]				GUESSED	Weeping :: Golden Rune [4] - near Castle Morne Lift (region unconfirmed) [f1044317010]	Weeping	247.3	yes	76158 Castle Morne Lift	
AMBIGUOUS-GENERIC	Weeping		1044317020	7773041	m60_44_31	Arteria Leaf				GUESSED	Weeping :: Arteria Leaf - near Castle Morne Lift (region unconfirmed) [f1044317020]	Weeping	193.7	yes	76158 Castle Morne Lift	
AMBIGUOUS-GENERIC	Weeping		1044317030	7773042	m60_44_31	Somber Smithing Stone [2]				GUESSED	Weeping :: Somber Smithing Stone [2] - near Castle Morne Lift (region unconfirmed) [f1044317030]	Weeping	191.9	yes	76158 Castle Morne Lift	
AMBIGUOUS-GENERIC	Weeping		1044327010	7773043	m60_44_32	Smithing Stone [1]				GUESSED	Weeping :: Smithing Stone [1] - near Castle Morne Rampart (region unconfirmed) [f1044327010]	Weeping	42.0	yes	76151 Castle Morne Rampart	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Weeping		1044327030	7773045	m60_44_32	Warming Stone				GUESSED	Weeping :: Warming Stone - near Castle Morne Rampart (region unconfirmed) [f1044327030]	Weeping	74.3	yes	76151 Castle Morne Rampart	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Altus		1044527000	7773078	m60_44_52	Great Arrow				GUESSED	Altus :: Great Arrow - near Capital Rampart (region unconfirmed) [f1044527000]	Altus	218.9	no	76314 Capital Rampart	
AMBIGUOUS-GENERIC	Altus		1044527010	7773079	m60_44_52	Golden Rune [6]				GUESSED	Altus :: Golden Rune [6] - near Capital Rampart (region unconfirmed) [f1044527010]	Altus	220.6	yes	76314 Capital Rampart	
AMBIGUOUS-GENERIC	Weeping		1045347000	7774649	m60_45_34	Stonesword Key				GUESSED	Weeping :: Stonesword Key - near Bridge of Sacrifice (region unconfirmed) [f1045347000]	Weeping	281.4	yes	76153 South of the Lookout Tower	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Limgrave		1045357000	7774650	m60_45_35	Golden Rune [1]				GUESSED	Limgrave :: Golden Rune [1] - near Fort Haight West (region unconfirmed) (1) [f1045357000]	Limgrave	132.4	yes	76105 Fort Haight West	
AMBIGUOUS-GENERIC	Limgrave		1045357020	7774651	m60_45_35	Golden Rune [1]				GUESSED	Limgrave :: Golden Rune [1] - near Fort Haight West (region unconfirmed) (2) [f1045357020]	Limgrave	202.6	yes	76105 Fort Haight West	
AMBIGUOUS-GENERIC	Limgrave		1045357030	7774652	m60_45_35	Golden Rune [4]				GUESSED	Limgrave :: Golden Rune [4] - near Fort Haight West (region unconfirmed) [f1045357030]	Limgrave	192.9	yes	76105 Fort Haight West	
AMBIGUOUS-GENERIC	Limgrave		1045357040	7774653	m60_45_35	Golden Rune [3]				GUESSED	Limgrave :: Golden Rune [3] - near Fort Haight West (region unconfirmed) [f1045357040]	Limgrave	179.4	yes	76105 Fort Haight West	
AMBIGUOUS-GENERIC	Limgrave		1045357050	7774654	m60_45_35	Golden Rune [2]				GUESSED	Limgrave :: Golden Rune [2] - near Fort Haight West (region unconfirmed) (1) [f1045357050]	Limgrave	185.4	yes	76105 Fort Haight West	
AMBIGUOUS-GENERIC	Limgrave		1045357060	7774655	m60_45_35	Golden Rune [1]				GUESSED	Limgrave :: Golden Rune [1] - near Fort Haight West (region unconfirmed) (3) [f1045357060]	Limgrave	184.3	yes	76105 Fort Haight West	
AMBIGUOUS-GENERIC	Limgrave		1045357070	7774656	m60_45_35	Golden Rune [2]				GUESSED	Limgrave :: Golden Rune [2] - near Fort Haight West (region unconfirmed) (2) [f1045357070]	Limgrave	198.5	yes	76105 Fort Haight West	
AMBIGUOUS-GENERIC	Limgrave		1045357080	7774657	m60_45_35	Golden Rune [1]				GUESSED	Limgrave :: Golden Rune [1] - near Fort Haight West (region unconfirmed) (4) [f1045357080]	Limgrave	174.9	yes	76105 Fort Haight West	
AMBIGUOUS-GENERIC	Limgrave		1045357090	7774658	m60_45_35	Golden Rune [1]				GUESSED	Limgrave :: Golden Rune [1] - near Fort Haight West (region unconfirmed) (5) [f1045357090]	Limgrave	181.1	yes	76105 Fort Haight West	
AMBIGUOUS-GENERIC	Limgrave		1045387000	7774667	m60_45_38	Magic Grease				GUESSED	Limgrave :: Magic Grease - near Mistwood Outskirts (region unconfirmed) [f1045387000]	Limgrave	114.2	yes	76114 Mistwood Outskirts	
AMBIGUOUS-GENERIC	Limgrave		1045387020	7774668	m60_45_38	Golden Rune [1]				GUESSED	Limgrave :: Golden Rune [1] - near Summonwater Village Outskirts (region unconfirmed) (1) [f1045387020]	Limgrave	157.3	yes	76119 Summonwater Village Outskirts	
AMBIGUOUS-GENERIC	Limgrave		1045387030	7774669	m60_45_38	Golden Rune [1]				GUESSED	Limgrave :: Golden Rune [1] - near Summonwater Village Outskirts (region unconfirmed) (2) [f1045387030]	Limgrave	170.4	yes	76119 Summonwater Village Outskirts	
AMBIGUOUS-GENERIC	Limgrave		1045387040	7774670	m60_45_38	Golden Rune [1]				GUESSED	Limgrave :: Golden Rune [1] - near Summonwater Village Outskirts (region unconfirmed) (3) [f1045387040]	Limgrave	156.9	yes	76119 Summonwater Village Outskirts	
AMBIGUOUS-GENERIC	Limgrave		1045387050	7774671	m60_45_38	Golden Rune [2]				GUESSED	Limgrave :: Golden Rune [2] - near Summonwater Village Outskirts (region unconfirmed) (1) [f1045387050]	Limgrave	155.1	yes	76119 Summonwater Village Outskirts	
AMBIGUOUS-GENERIC	Limgrave		1045387060	7774672	m60_45_38	Golden Rune [4]				GUESSED	Limgrave :: Golden Rune [4] - near Summonwater Village Outskirts (region unconfirmed) (1) [f1045387060]	Limgrave	161.8	yes	76119 Summonwater Village Outskirts	
AMBIGUOUS-GENERIC	Limgrave		1045387070	7774673	m60_45_38	Golden Rune [4]				GUESSED	Limgrave :: Golden Rune [4] - near Summonwater Village Outskirts (region unconfirmed) (2) [f1045387070]	Limgrave	167.1	yes	76119 Summonwater Village Outskirts	
AMBIGUOUS-GENERIC	Limgrave		1045387080	7774674	m60_45_38	Golden Rune [6]				GUESSED	Limgrave :: Golden Rune [6] - near Summonwater Village Outskirts (region unconfirmed) [f1045387080]	Limgrave	165.0	yes	76119 Summonwater Village Outskirts	
AMBIGUOUS-GENERIC	Limgrave		1045397000	7774675	m60_45_39	Golden Rune [4]				GUESSED	Limgrave :: Golden Rune [4] - near Summonwater Village Outskirts (region unconfirmed) (3) [f1045397000]	Limgrave	203.8	no	76119 Summonwater Village Outskirts	
AMBIGUOUS-GENERIC	Limgrave		1045397020	7774676	m60_45_39	Mushroom				GUESSED	Limgrave :: Mushroom - near Summonwater Village Outskirts (region unconfirmed) [f1045397020]	Limgrave	113.8	no	76119 Summonwater Village Outskirts	
AMBIGUOUS-GENERIC	Limgrave		1045397040	7774677	m60_45_39	Smithing Stone [2]				GUESSED	Limgrave :: Smithing Stone [2] - near Summonwater Village Outskirts (region unconfirmed) [f1045397040]	Limgrave	161.5	yes	76119 Summonwater Village Outskirts	
AMBIGUOUS-GENERIC	Limgrave		1045397050	7774678	m60_45_39	Golden Rune [1]				GUESSED	Limgrave :: Golden Rune [1] - near Third Church of Marika (region unconfirmed) (1) [f1045397050]	Limgrave	175.8	no	76104 Third Church of Marika	
AMBIGUOUS-GENERIC	Limgrave		1045397060	7774679	m60_45_39	Golden Rune [1]				GUESSED	Limgrave :: Golden Rune [1] - near Third Church of Marika (region unconfirmed) (2) [f1045397060]	Limgrave	167.6	no	76104 Third Church of Marika	
AMBIGUOUS-GENERIC	Limgrave		1045397070	7774680	m60_45_39	Golden Rune [1]				GUESSED	Limgrave :: Golden Rune [1] - near Summonwater Village Outskirts (region unconfirmed) (4) [f1045397070]	Limgrave	175.0	no	76119 Summonwater Village Outskirts	
AMBIGUOUS-GENERIC	Limgrave		1045397080	7774681	m60_45_39	Golden Rune [1]				GUESSED	Limgrave :: Golden Rune [1] - near Third Church of Marika (region unconfirmed) (3) [f1045397080]	Limgrave	177.7	no	76104 Third Church of Marika	
AMBIGUOUS-GENERIC	Limgrave		1045397090	7774682	m60_45_39	Golden Rune [5]				GUESSED	Limgrave :: Golden Rune [5] - near Third Church of Marika (region unconfirmed) [f1045397090]	Limgrave	162.4	no	76104 Third Church of Marika	
AMBIGUOUS-GENERIC	Limgrave		1045397100	7774683	m60_45_39	Golden Rune [2]				GUESSED	Limgrave :: Golden Rune [2] - near Summonwater Village Outskirts (region unconfirmed) (2) [f1045397100]	Limgrave	172.7	no	76119 Summonwater Village Outskirts	
AMBIGUOUS-GENERIC	Limgrave		1045397110	7774684	m60_45_39	Golden Rune [1]				GUESSED	Limgrave :: Golden Rune [1] - near Third Church of Marika (region unconfirmed) (4) [f1045397110]	Limgrave	169.1	no	76104 Third Church of Marika	
AMBIGUOUS-GENERIC	Limgrave		1045397140	7774686	m60_45_39	Smithing Stone [1]				GUESSED	Limgrave :: Smithing Stone [1] - near Summonwater Village Outskirts (region unconfirmed) [f1045397140]	Limgrave	143.3	no	76119 Summonwater Village Outskirts	
AMBIGUOUS-GENERIC	Limgrave		1046367000	7773088	m60_46_36	Smithing Stone [1]				GUESSED	Limgrave :: Smithing Stone [1] - near Fort Haight West (region unconfirmed) [f1046367000]	Limgrave	128.7	no	76105 Fort Haight West	
AMBIGUOUS-GENERIC	Limgrave		1046367030	7773090	m60_46_36	Bloodrose				GUESSED	Limgrave :: Bloodrose - near Fort Haight West (region unconfirmed) [f1046367030]	Limgrave	124.5	no	76105 Fort Haight West	
AMBIGUOUS-GENERIC	Limgrave		1046377000	7773094	m60_46_37	Strip of White Flesh				GUESSED	Limgrave :: Strip of White Flesh - near Third Church of Marika (region unconfirmed) [f1046377000]	Limgrave	296.3	yes	76104 Third Church of Marika	
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1046577300	7773106	m60_46_57	Golden Rune [1]				GUESSED	Mountaintops of the Giants :: Golden Rune [1] - near Apostate Derelict (region unconfirmed) [f1046577300]	Consecrated Snowfield	533.7	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1046577800	7773107	m60_46_57	Smithing Stone [7]				GUESSED	Mountaintops of the Giants :: Smithing Stone [7] - near Apostate Derelict (region unconfirmed) [f1046577800]	Consecrated Snowfield	555.8	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Caelid		1047377000	7773108	m60_47_37	Golden Rune [1]				GUESSED	Caelid :: Golden Rune [1] - near Caelid Highway South (region unconfirmed) (1) [f1047377000]	Caelid	133.4	yes	76405 Caelid Highway South	
AMBIGUOUS-GENERIC	Caelid		1047377010	7773109	m60_47_37	Golden Rune [5]				GUESSED	Caelid :: Golden Rune [5] - near Caelid Highway South (region unconfirmed) [f1047377010]	Caelid	140.3	yes	76405 Caelid Highway South	
AMBIGUOUS-GENERIC	Caelid		1047377020	7773110	m60_47_37	Golden Rune [1]				GUESSED	Caelid :: Golden Rune [1] - near Caelid Highway South (region unconfirmed) (2) [f1047377020]	Caelid	144.4	yes	76405 Caelid Highway South	
AMBIGUOUS-GENERIC	Caelid		1047377030	7773111	m60_47_37	Golden Rune [2]				GUESSED	Caelid :: Golden Rune [2] - near Caelid Highway South (region unconfirmed) [f1047377030]	Caelid	151.2	yes	76405 Caelid Highway South	
AMBIGUOUS-GENERIC	Caelid		1047377040	7773112	m60_47_37	Poisonbloom				GUESSED	Caelid :: Poisonbloom - near Caelid Highway South (region unconfirmed) [f1047377040]	Caelid	106.4	yes	76405 Caelid Highway South	
AMBIGUOUS-GENERIC	Caelid		1047377050	7773113	m60_47_37	Starlight Shards				GUESSED	Caelid :: Starlight Shards - near Caelid Highway South (region unconfirmed) [f1047377050]	Caelid	75.5	yes	76405 Caelid Highway South	
AMBIGUOUS-GENERIC	Caelid		1047387010	7773115	m60_47_38	Somber Smithing Stone [4]				GUESSED	Caelid :: Somber Smithing Stone [4] - near Astray from Caelid Highway North (region unconfirmed) [f1047387010]	Caelid	164.2	yes	76402 Fort Gael North	
AMBIGUOUS-GENERIC	Caelid		1047387030	7773116	m60_47_38	Great Dragonfly Head				GUESSED	Caelid :: Great Dragonfly Head - near Astray from Caelid Highway North (region unconfirmed) [f1047387030]	Caelid	163.6	yes	76405 Caelid Highway South	
AMBIGUOUS-GENERIC	Caelid		1047387070	7773118	m60_47_38	Rune Arc				GUESSED	Caelid :: Rune Arc - near Fort Gael North (region unconfirmed) [f1047387070]	Caelid	201.8	no	76402 Fort Gael North	
AMBIGUOUS-GENERIC	Caelid		1047387080	7773119	m60_47_38	Warming Stone				GUESSED	Caelid :: Warming Stone - near Fort Gael North (region unconfirmed) [f1047387080]	Caelid	202.0	no	76402 Fort Gael North	
AMBIGUOUS-GENERIC	Caelid		1047387100	7773120	m60_47_38	Smoldering Butterfly				GUESSED	Caelid :: Smoldering Butterfly - near Fort Gael North (region unconfirmed) [f1047387100]	Caelid	219.2	no	76402 Fort Gael North	
AMBIGUOUS-GENERIC	Caelid		1047387110	7773121	m60_47_38	Mushroom				GUESSED	Caelid :: Mushroom - near Fort Gael North (region unconfirmed) [f1047387110]	Caelid	174.1	no	76402 Fort Gael North	
AMBIGUOUS-GENERIC	Caelid		1047387120	7773122	m60_47_38	Flame, Grant Me Strength				GUESSED	Caelid :: [Incantation] Flame, Grant Me Strength - near Fort Gael North (region unconfirmed) [f1047387120]	Caelid	210.9	no	76402 Fort Gael North	
AMBIGUOUS-GENERIC	Caelid		1047387130	7773123	m60_47_38	Explosive Greatbolt				GUESSED	Caelid :: Explosive Greatbolt - near Fort Gael North (region unconfirmed) [f1047387130]	Caelid	91.2	no	76402 Fort Gael North	
AMBIGUOUS-GENERIC	Caelid		1047387980	7774687	m60_47_38	Smoldering Butterfly				GUESSED	Caelid :: Smoldering Butterfly - m60_47_38 (region unconfirmed) (1) [f1047387980]					NO-COORDS
AMBIGUOUS-GENERIC	Caelid		1047387990	7774688	m60_47_38	Smoldering Butterfly				GUESSED	Caelid :: Smoldering Butterfly - m60_47_38 (region unconfirmed) (2) [f1047387990]					NO-COORDS
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1047567310	7773139	m60_47_56	Smithing Stone [8]				GUESSED	Mountaintops of the Giants :: Smithing Stone [8] - near Yelough Anix Tunnel (region unconfirmed) [f1047567310]	Consecrated Snowfield	254.9	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1047567320	7774702	m60_47_56	Thawfrost Boluses				GUESSED	Mountaintops of the Giants :: Thawfrost Boluses - near Ordina, Liturgical Town (region unconfirmed) [f1047567320]	Consecrated Snowfield	363.2	no	73211 Yelough Anix Tunnel	COARSE-LOD;SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1047567330	7773140	m60_47_56	Crystal Dart				GUESSED	Mountaintops of the Giants :: Crystal Dart - near Yelough Anix Tunnel (region unconfirmed) [f1047567330]	Consecrated Snowfield	304.3	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1047577300	7773142	m60_47_57	Golden Rune [7]				GUESSED	Mountaintops of the Giants :: Golden Rune [7] - near Apostate Derelict (region unconfirmed) [f1047577300]	Consecrated Snowfield	664.6	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1047577310	7773143	m60_47_57	Golden Rune [12]				GUESSED	Mountaintops of the Giants :: Golden Rune [12] - near Apostate Derelict (region unconfirmed) [f1047577310]	Consecrated Snowfield	682.3	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1048547800	7773161	m60_48_54	Golden Rune [1]				GUESSED	Mountaintops of the Giants :: Golden Rune [1] - near Consecrated Snowfield (region unconfirmed) [f1048547800]	Consecrated Snowfield	337.4	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1048547810	7773162	m60_48_54	Golden Rune [3]				GUESSED	Mountaintops of the Giants :: Golden Rune [3] - near Consecrated Snowfield (region unconfirmed) [f1048547810]	Consecrated Snowfield	329.8	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1048547820	7773163	m60_48_54	Golden Rune [6]				GUESSED	Mountaintops of the Giants :: Golden Rune [6] - near Consecrated Snowfield (region unconfirmed) [f1048547820]	Consecrated Snowfield	335.2	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1048547830	7773164	m60_48_54	Golden Rune [9]				GUESSED	Mountaintops of the Giants :: Golden Rune [9] - near Consecrated Snowfield (region unconfirmed) [f1048547830]	Consecrated Snowfield	342.7	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1048547840	7773165	m60_48_54	Golden Rune [11]				GUESSED	Mountaintops of the Giants :: Golden Rune [11] - near Consecrated Snowfield (region unconfirmed) [f1048547840]	Consecrated Snowfield	331.5	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1048557300	7773166	m60_48_55	Golden Rune [13]				GUESSED	Mountaintops of the Giants :: Golden Rune [13] - near Yelough Anix Tunnel (region unconfirmed) [f1048557300]	Consecrated Snowfield	163.1	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1048557700	7774713	m60_48_55	Ancient Dragon Smithing Stone				GUESSED	Mountaintops of the Giants :: Ancient Dragon Smithing Stone - m60_48_55 (region unconfirmed) [f1048557700]					NO-COORDS
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1048587300	7773184	m60_48_58	Golden Rune [13]				GUESSED	Mountaintops of the Giants :: Golden Rune [13] - near Apostate Derelict (region unconfirmed) [f1048587300]	Consecrated Snowfield	809.8	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Caelid		1049367000	7773185	m60_49_36	Smoldering Butterfly				GUESSED	Caelid :: Smoldering Butterfly - near Impassable Greatbridge (region unconfirmed) [f1049367000]	Caelid	89.6	yes	76417 Impassable Greatbridge	
AMBIGUOUS-GENERIC	Caelid		1049367010	7773186	m60_49_36	Fan Daggers				GUESSED	Caelid :: Fan Daggers - near Southern Aeonia Swamp Bank (region unconfirmed) [f1049367010]	Caelid	215.6	yes	76411 Southern Aeonia Swamp Bank	
AMBIGUOUS-GENERIC	Caelid		1049417040	7773195	m60_49_41	Arteria Leaf				GUESSED	Caelid :: Arteria Leaf - near Dragonbarrow West (region unconfirmed) [f1049417040]	Caelid	264.3	yes	76410 Deep Siofra Well	
AMBIGUOUS-GENERIC	Caelid		1049417070	7773196	m60_49_41	Dragonwound Grease				GUESSED	Caelid :: Dragonwound Grease - near Dragonbarrow West (region unconfirmed) [f1049417070]	Caelid	259.1	yes	76410 Deep Siofra Well	
AMBIGUOUS-GENERIC	Caelid		1049417080	7773197	m60_49_41	Rune Arc				GUESSED	Caelid :: Rune Arc - near Dragonbarrow West (region unconfirmed) [f1049417080]	Caelid	261.5	yes	76410 Deep Siofra Well	
AMBIGUOUS-GENERIC	Caelid		1049417090	7773198	m60_49_41	Somber Smithing Stone [9]				GUESSED	Caelid :: Somber Smithing Stone [9] - near Dragonbarrow West (region unconfirmed) [f1049417090]	Caelid	262.0	yes	76410 Deep Siofra Well	
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1049527000	7773200	m60_49_52	Freezing Grease				GUESSED	Mountaintops of the Giants :: Freezing Grease - near Grand Lift of Rold (region unconfirmed) [f1049527000]	Mountaintops of the Giants	108.3	yes	76502 Grand Lift of Rold	
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1049567300	7774752	m60_49_56	Albinauric Bloodclot				GUESSED	Mountaintops of the Giants :: Albinauric Bloodclot - near Inner Consecrated Snowfield (region unconfirmed) [f1049567300]	Mountaintops of the Giants	515.5	no	76503 Ancient Snow Valley Ruins	
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1049567310	7774753	m60_49_56	Old Fang				GUESSED	Mountaintops of the Giants :: Old Fang - near Inner Consecrated Snowfield (region unconfirmed) [f1049567310]	Mountaintops of the Giants	524.5	no	76503 Ancient Snow Valley Ruins	
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1049567320	7774754	m60_49_56	Strip of White Flesh				GUESSED	Mountaintops of the Giants :: Strip of White Flesh - near Inner Consecrated Snowfield (region unconfirmed) [f1049567320]	Mountaintops of the Giants	552.8	no	76503 Ancient Snow Valley Ruins	
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1049567330	7774755	m60_49_56	Dragonwound Grease				GUESSED	Mountaintops of the Giants :: Dragonwound Grease - near Ordina, Liturgical Town (region unconfirmed) [f1049567330]	Mountaintops of the Giants	530.9	yes	76522 Castle Sol Main Gate	
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1049567340	7774756	m60_49_56	Nascent Butterfly				GUESSED	Mountaintops of the Giants :: Nascent Butterfly - near Inner Consecrated Snowfield (region unconfirmed) [f1049567340]	Mountaintops of the Giants	547.6	no	76503 Ancient Snow Valley Ruins	
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1049567350	7774757	m60_49_56	Smithing Stone [8]				GUESSED	Mountaintops of the Giants :: Smithing Stone [8] - near Ordina, Liturgical Town (region unconfirmed) [f1049567350]	Consecrated Snowfield	510.5	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1049577700	7774758	m60_49_57	Somber Smithing Stone [7]				GUESSED	Mountaintops of the Giants :: Somber Smithing Stone [7] - m60_49_57 (region unconfirmed) [f1049577700]					NO-COORDS
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1049577710	7774759	m60_49_57	Somber Smithing Stone [8]				GUESSED	Mountaintops of the Giants :: Somber Smithing Stone [8] - m60_49_57 (region unconfirmed) [f1049577710]					NO-COORDS
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1049577720	7774760	m60_49_57	Somber Smithing Stone [9]				GUESSED	Mountaintops of the Giants :: Somber Smithing Stone [9] - m60_49_57 (region unconfirmed) [f1049577720]					NO-COORDS
AMBIGUOUS-GENERIC	Caelid		1050397020	7773218	m60_50_39	Smithing Stone [7]				GUESSED	Caelid :: Smithing Stone [7] - near Sellia Backstreets (region unconfirmed) (1) [f1050397020]	Caelid				PLAYAREA-CONFIRMED
AMBIGUOUS-GENERIC	Caelid		1050397030	7773219	m60_50_39	Smithing Stone [7]				GUESSED	Caelid :: Smithing Stone [7] - near Sellia Backstreets (region unconfirmed) (2) [f1050397030]	Caelid				PLAYAREA-CONFIRMED
AMBIGUOUS-GENERIC	Caelid		1050397040	7773220	m60_50_39	Stonesword Key				GUESSED	Caelid :: Stonesword Key - near Sellia Backstreets (region unconfirmed) [f1050397040]	Caelid				PLAYAREA-CONFIRMED
AMBIGUOUS-GENERIC	Caelid		1050397050	7773221	m60_50_39	Smithing Stone [8]				GUESSED	Caelid :: Smithing Stone [8] - near Sellia Backstreets (region unconfirmed) [f1050397050]	Caelid				PLAYAREA-CONFIRMED
AMBIGUOUS-GENERIC	Caelid		1050397060	7773222	m60_50_39	Starlight Shards				GUESSED	Caelid :: Starlight Shards - near Church of the Plague (region unconfirmed) [f1050397060]	Caelid				PLAYAREA-CONFIRMED
AMBIGUOUS-GENERIC	Caelid		1050397090	7773224	m60_50_39	Beast Blood				GUESSED	Caelid :: Beast Blood - near Fort Faroth (region unconfirmed) [f1050397090]	Caelid				PLAYAREA-CONFIRMED
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1050567500	7773239	m60_50_56	Warming Stone				GUESSED	Mountaintops of the Giants :: Warming Stone - near Ancient Snow Valley Ruins (region unconfirmed) [f1050567500]	Mountaintops of the Giants				PLAYAREA-CONFIRMED
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1050567520	7773241	m60_50_56	Smithing Stone [7]				GUESSED	Mountaintops of the Giants :: Smithing Stone [7] - near Ancient Snow Valley Ruins (region unconfirmed) [f1050567520]	Mountaintops of the Giants				PLAYAREA-CONFIRMED
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1050567600	7773242	m60_50_56	Ancient Dragon Smithing Stone				GUESSED	Mountaintops of the Giants :: Ancient Dragon Smithing Stone - near Consecrated Snowfield Catacombs (region unconfirmed) [f1050567600]	Consecrated Snowfield				PLAYAREA-CONFIRMED
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1050567800	7773244	m60_50_56	Smithing Stone [8]				GUESSED	Mountaintops of the Giants :: Smithing Stone [8] - near Inner Consecrated Snowfield (region unconfirmed) [f1050567800]	Mountaintops of the Giants	513.2	yes	76503 Ancient Snow Valley Ruins	
AMBIGUOUS-GENERIC	Mountaintops of the Giants		1050577300	7773245	m60_50_57	Warming Stone				GUESSED	Mountaintops of the Giants :: Warming Stone - near Ordina, Liturgical Town (region unconfirmed) [f1050577300]	Mountaintops of the Giants	477.8	yes	76522 Castle Sol Main Gate	
