# AUTO-GENERATED by tools/derive_sweep_anchor_coords.py -- DO NOT EDIT, re-emit.
# WEAK ANCHOR, NOT A MEASUREMENT. Each row says: this check is a MEMBER of the
# sweep triggered by <trigger_defeat_flag>, and that boss is fought at <x,y,z>.
# A member sits BEHIND its trigger, not AT it (boss_sweeps scopes members by
# class, and #445 records triggers outside their members' region). Present it as
# an AREA, never with the wording used for an item_grace_coords position.
# Positions are MAP-LOCAL, the same space as item_grace_coords.
#
# EMITTED 624.
# REFUSED 0 AMBIGUOUS SWEEP
# REFUSED 43 NO ARENA:
#    7770786 (trigger 12030390)
#    7771303 (trigger 12030390)
#    7771306 (trigger 12030390)
#    7771307 (trigger 12030390)
#    7900026 (trigger 12030390)
#    7773972 (trigger 30130810)
#    7773974 (trigger 30130810)
#    7772321 (trigger 34110800)
#    7770735 (trigger 1036450800)
#    7770751 (trigger 1036450800)
#    7770736 (trigger 1036480800)
#    7770739 (trigger 1036480800)
#    7772551 (trigger 1036480800)
#    7770619 (trigger 1037420800)
#    7774197 (trigger 1037420800)
#    7774218 (trigger 1037420800)
#    7770746 (trigger 1039430800)
#    7772674 (trigger 1039430800)
#    7774224 (trigger 1039430800)
#    7770757 (trigger 1039510800)
#    7772742 (trigger 1039510800)
#    7772802 (trigger 1041330800)
#    7770036 (trigger 1044530800)
#    7770763 (trigger 1044530800)
#    7772899 (trigger 1044530800)
#    7772944 (trigger 1044530800)
#    7774359 (trigger 1044530800)
#    7774518 (trigger 1252520800)
#    7774519 (trigger 1252520800)
#    7900275 (trigger 1252520800)
#    7773742 (trigger 2049440800)
#    7773756 (trigger 2049440800)
#    7773767 (trigger 2049440800)
#    7773900 (trigger 2049440800)
#    7773583 (trigger 2050430800)
#    7773628 (trigger 2050430800)
#    7773950 (trigger 2050480810)
#    7773958 (trigger 2050480810)
#    7773577 (trigger 2050480811)
#    7773954 (trigger 2050480811)
#    ... 3 more
# REFUSED 0 ARENA AT ORIGIN
# REFUSED 3437 ALREADY POSITIONED:
#    7770041
#    7770047
#    7770811
#    7770813
#    7770815
#    7770817
#    7770819
#    7770821
#    7770823
#    7770825
#    7770827
#    7770829
#    7770831
#    7770833
#    7770835
#    7770837
#    7770839
#    7770841
#    7770845
#    7770847
#    7770849
#    7770851
#    7770853
#    7770855
#    7770857
#    7770860
#    7770863
#    7770865
#    7770867
#    7770869
#    7770871
#    7770873
#    7770875
#    7770877
#    7770879
#    7770881
#    7770883
#    7770885
#    7770887
#    7770889
#    ... 3397 more
ap_location_id	check_flag	trigger_defeat_flag	boss_map	local_x	local_y	local_z	anchor
7900154	530515	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7900163	530830	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7900164	530830	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7900165	530830	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7900166	530830	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7900167	530900	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7900168	530900	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7900169	530900	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7900170	530900	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7900178	11007985	11000800	m11_00_00_00	67.41	79.0	-455.18	sweep_arena
7900179	11007985	11000850	m11_00_00_00	-131.56	31.01	-386.36	sweep_arena
7900180	11007985	11000800	m11_00_00_00	67.41	79.0	-455.18	sweep_arena
7900185	12057950	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7900186	12057950	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7900187	12057950	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7900191	13007995	13000850	m13_00_00_00	-3.55	-52.2	406.52	sweep_arena
7900192	13007995	13000800	m13_00_00_00	197.21	-32.52	374.75	sweep_arena
7900193	13007995	13000830	m13_00_00_00	14.45	1009.59	329.5	sweep_arena
7900198	21017991	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900206	30107100	30100800	m30_10_00_00	-101.57	761.46	340.47	sweep_arena
7900207	30107100	30100800	m30_10_00_00	-101.57	761.46	340.47	sweep_arena
7900208	30107100	30100800	m30_10_00_00	-101.57	761.46	340.47	sweep_arena
7900209	30107100	30100800	m30_10_00_00	-101.57	761.46	340.47	sweep_arena
7900222	39207500	39200800	m39_20_00_00	-106.67	353.66	-1310.49	sweep_arena
7900223	39207500	39200800	m39_20_00_00	-106.67	353.66	-1310.49	sweep_arena
7900224	39207500	39200800	m39_20_00_00	-106.67	353.66	-1310.49	sweep_arena
7900238	1037497300	1038480800	m60_38_48_00	-30.17	404.2	-102.92	sweep_arena
7900242	1038547100	1037530800	m60_37_53_00	52.79	903.67	-88.34	sweep_arena
7900243	1038547100	1037540810	m60_37_54_00	-33.39	856.8	-72.88	sweep_arena
7900246	1039537700	1037530800	m60_37_53_00	52.79	903.67	-88.34	sweep_arena
7900247	1040557700	1039540800	m60_39_54_00	-53.72	768.29	56.51	sweep_arena
7900248	1040557700	1039540800	m60_39_54_00	-53.72	768.29	56.51	sweep_arena
7900249	1040557700	1039540800	m60_39_54_00	-53.72	768.29	56.51	sweep_arena
7900253	1042397500	1042380850	m60_42_38_00	12.3	188.02	89.59	sweep_arena
7900254	1042397500	1042380800	m60_42_38_00	120.54	183.82	50.97	sweep_arena
7900255	1042397500	1042380850	m60_42_38_00	12.3	188.02	89.59	sweep_arena
7900256	1043347400	1042330800	m60_42_33_00	-126.39	19.91	108.76	sweep_arena
7900258	1047567700	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7900259	1047567700	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7900261	1048557710	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7900262	1048557710	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7900263	1048557710	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7900271	1050567700	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7900272	1050567700	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7900273	1050567700	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7900274	1050567700	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7900276	1051577720	1051570800	m60_51_57_00	78.08	1632.02	210.23	sweep_arena
7900280	2045477400	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
